Sentiment,Sentiment Num,Multi,Text
Positive,1,2, Energetic   and   boldly  provocative  .
Positive,1,1, Star  Wars     is  back   in   a   major  way  .
Positive,1,2,   It   's      a  movie  --  and   an  album  --   you    wo  n't   want   to  miss  .
Positive,1,2,"    It   's   rare   to   find    a  film   that   dazzles     the  eye  ,   challenges   the  brain   ,    AND    satisfies   our  lust   for   fast-paced  action  ,  but    Minority  Report   delivers  all   that  and   a   whole  lot  more  ."
Positive,1,2,"    While    not   all   transitions   to  adulthood   are   so  fraught   ,   there   's   much  truth  and     no   small  amount   of   poetry   in  Girls    Ca  n't  Swim  ."
Neutral,0,0," If   there   's    nothing  fresh   about    Wannabes  ,   which   was   written   by     Mr.  DeMeo  ,   who    produced  and    directed   the  film   with     Charles   A.  Addessi  ,   much   of   thetime    the  movie    feels  authentic  ."
Positive,1,1,  Jacquot  's  Tosca    is   a  treat  .
Positive,1,1," By    the  end   of   No   Such  Thing    the  audience   ,    like  Beatrice   ,    has    a   watchful  affection   for   the  monster  ."
Positive,1,2," If   you    liked   such  movies   as         Notting  Hill  ,   Four   Weddings   And   A  Funeral  ,   Bridget   Jones   '  Diary  or   High  Fidelity   ,   then   you     wo  n't   want   to (1  miss  About   A  Boy  ."
Neutral,0,0,...     the   gentle  melding  of     drama  and  comedy      makes  ``    What  Time   Is   It  There  ?  ''
Positive,1,2, something   the   true   film  buff    will  enjoy  .
Positive,1,2,"Romanek       keeps   the  film   constantly  taut  ...    reflecting    the   character  's  instability   with     a   metaphorical   visual  style  and   an    unnerving   ,  heartbeat-like  score  ."
Positive,1,2,I   whole-heartedly    recommend   that   everyone      see   this  movie  --   for   its   historical  significance  alone  .
Negative,-1,-2,"Hey   ,     who  else   needs   a  shower  ?"
Positive,1,1,"Longley    has   constructed    a    remarkably  coherent   ,    horrifically  vivid  snapshot   of   those   turbulent  days  ."
Positive,1,1," Although   it   bangs    a    very  cliched  drum   at  times   ,          this   crowd-pleaser  's   fresh  dialogue  ,   energetic  music  ,  and   good-natured  spunk    are   often  infectious  ."
Positive,1,2,"   Often  gruelling  and   heartbreaking   to  witness   ,    but    Seldahl  and    Wollter  's   sterling  performances    raise   this    far   above    the  level   of   the   usual  maudlin   disease  movie (2 ."
Positive,1,2,Go      see  it  and  enjoy  .
Positive,1,2," The   stunning   ,   dreamlike  visuals    will   impress    even   those  viewers   who   have    little  patience   for   Euro-film  pretension  ."
Positive,1,1,  George  Clooney   proves     he   's   quite   a   talented  director  and    Sam  Rockwell   shows  us   he    's    a   world-class  actor   with   Confessions   of   a   Dangerous  Mind  .
Positive,1,2,There    's     a  vastness   implied   in  Metropolis   that   is   just  breathtaking  .
Positive,1,2, Murderous  Maids     may  well     be    the   most  comprehensive   of   these  films  and   also   strike   closest   to   the  truth  .
Positive,1,2,"   The  people   in    Dogtown  and  Z-Boys     are   so  funny  ,    aggressive  and  alive   ,   you    have   to    watch  them   because   you    ca  n't   wait   to   see   what   they   do  next ."
Positive,1,1," As    green-guts   monster  movies  go   ,   it    's   a  beaut  ."
Positive,1,1," As  Bundy   ,     Michael   Reilly  Burke   -LRB-      Octopus  2  :   River   of  Fear  -RRB-    has    just   the   right  amount   of    charisma  and  menace  ."
Positive,1,1,"   A   deceivingly   simple  film  ,   one   that   grows   in   power   in  retrospect  ."
Positive,1,2,"Ana     is     a    vivid   ,  vibrant  individual  and    the   movie  's  focus   upon   her   makes   it    successful  and  accessible  ."
Positive,1,1,"   A  slick  ,   skillful   little   horror  film  ."
Positive,1,2,"     A   very  witty   take   on   change   ,    risk  and  romance  ,  and    the  film    uses  humour   to    make   its  points   about    acceptance  and  growth  ."
Positive,1,1, -LRB-   Anderson  -RRB-    uses    a   hit-or-miss  aesthetic   that    hits   often  enough   to   keep    the  film   entertaining   even   if    none   of  it   makes    a  lick   of  sense  .
Positive,1,2, Bubba  Ho-Tep    is    a   wonderful  film   with    a   bravura   lead  performance   by    Bruce  Campbell   that    does  n't   deserve   to    leave   the  building   until   everyone   is   aware   of  it .
Positive,1,1,"     despite   the    long  running  time   ,    the  pace   never   feels  slack  --   there   's    no  scene   that    screams  ``   bathroom  break  !  ''"
Positive,1,1,Bullock     does   a   good  job   here   of   working   against   her   natural  likability  .
Positive,1,1,  A  film   of   precious  increments    artfully   camouflaged   as   everyday  activities  .
Positive,1,2,Kinnear    gives   a   tremendous  performance  .
Positive,1,2,   The   best  movie   of    its  kind    since  `  Brazil  .  '
Neutral,0,0,"Lucas   ,    take  notes  ."
Positive,1,2,This    is   how   you   use   special  effects  .
Negative,-1,-2,    One   Hour  Photo   is    an   intriguing  snapshot   of     one  man  and   his  delusions  ;   it   's   just   too   bad   it    does  n't   have    more  flashes   of  insight  .
Positive,1,1,   Kaufman   creates    an   eerie  sense   of    not  only   being   there   at    the  time   of   these  events  but    the   very  night   Matthew   was  killed  .
Neutral,0,0,"      Chalk  it   up   to   my  adoration   for     both   De  Niro  and  Murphy  ,  but   I   had    a    pretty  good  time    with   this  movie   -   despite   its   myriad  flaws  ."
Positive,1,1,"       Its  scenes  and  sensibility    are  all    more  than  familiar  ,  but   it      exudes    a  kind   of   nostalgic   spy-movie  charm  and   ,    at   the   same  time  ,      is  so fresh  and  free   of   the   usual   thriller  nonsense   that   it   all   seems   to   be   happening   for   the   first  time  ."
Positive,1,2,"It    represents    better-than-average  movie-making   that    does  n't   demand   a   dumb   ,   distracted  audience  ."
Positive,1,2,  A     charming  yet  poignant  tale   of   the  irrevocable    ties   that  bind  .
Positive,1,2,  An  enchanting   spectacular   for   Potter  fans    anxious   to    ride   the   Hogwarts  Express   toward    a   new  year   of    magic  and  mischief  .
Positive,1,1,  The  talents   of   the  actors    helps   ``    Moonlight  Mile   ''   rise   above   its   heart-on-its-sleeve  writing  .
Positive,1,1,"It       's   a   humble  effort  ,  but    spiced     with     wry  humor  and   genuine  pathos  ,  especially   between    Morgan  and  Redgrave  ."
Positive,1,1,  This  examination   of    aquatic  life   off    the  shores   of    the   Baja   California  peninsula   of  Mexico    offers   an   engrossing   way   to   demonstrate    the  virtues   of   the   IMAX  format .
Positive,1,1,"     Dark  and  disturbing  ,  but   also   surprisingly  funny  ."
Positive,1,2, The  movie    has    an  avalanche   of   eye-popping   visual  effects  .
Negative,-1,-2," Starts      off   with   a  bang  ,  but  then     fizzles   like    a   wet  stick   of  dynamite   at   the   very  end  ."
Positive,1,1,It     's  still   worth   a  look  .
Positive,1,2," Most  impressive   ,   though   ,    is     the   film  's   open-ended  finale   that   refuses   to   entirely   close    its   characters  '   emotional  wounds  ."
Positive,1,2,"  A  hip   ride   into  hyper-time   ,   Clockstoppers    is    a     lively  and  enjoyable  adventure   for    all  ages   at   any  time  ."
Positive,1,2,...     a     polished  and   relatively  sincere  piece   of  escapism  .
Neutral,0,0,"    The  story         wraps  back  around   on  itself   in     the  kind   of   elegant  symmetry   that    's   rare   in  film  today  ,  but   be  warned  :   It   's   a   slow   slog to (2get  there  ."
Positive,1,1," The   whole  cast        looks   to   be   having     so  much  fun   with     the   slapstick  antics  and   silly   street  patois  ,     tossing  around   obscure  expressions   like    Bellini  and Mullinski  , (3  that    the   compact   86  minutes   breezes  by  ."
Neutral,0,0,...    has    freaky  scenes   where    the  crew   wonder   if   they   're   ghosts   imagining   themselves   as  alive  .
Positive,1,1,"It    's    a   sly  wink   to   The    Others   without   becoming     a   postmodern  joke  ,    made  creepy   by   its   ``     men   in   a  sardine  can   ''  warped  logic  ."
Neutral,0,0," Long   after   you   leave  Justine   ,   you    'll   be      wondering   what   will   happen   to  her  and   wishing  her     the  best  --   whatever   that   might  mean  ."
Positive,1,1,"    Still    pretentious  and   filled   with  subtext  ,  but     entertaining  enough     at  `   face  value  '   to    recommend   to   anyone   looking   for  something  different  ."
Positive,1,2,"  Call  me   a  wimp     ,  but   I      cried  ,   not  once  ,   but    three  times   in   this   animated   sweet  film  ."
Negative,-1,-2, Notorious  C.H.O.    has   oodles   of   vulgar  highlights  .
Positive,1,2,   An     inspiring  and  heart-affecting  film   about    the   desperate  attempts   of   Vietnamese  refugees    living   in   U.S.   relocation  camps   to     keep   their  hopes  alive   in  1975  .
Positive,1,2,"  The  level   of   maturity   displayed   by   this   33-year-old   first-time   feature  director      is  astonishing  ,   considering     her  inexperience  and   her   subject  matter  ."
Positive,1,2,"     A   splendid  entertainment  ,     young   in  spirit  but   accomplished   in    all  aspects   with   the  fullness   of    spirit  and  sense   of   ease   that    comes  only   with  experience  ."
Positive,1,2,"      Disney  's   live-action  division   has    a  history   of   releasing   cinematic  flotsam  ,  but   this   is    one  occasion   when   they   have   unearthed   a   rare  gem  ."
Neutral,0,0," If    the  message   seems   more   facile   than   the   earlier  films   ,    the  images    have    such   a   terrible  beauty   you    may  not  care  ."
Neutral,0,0,"     Whether   Kiss     is   a   future   cult  classic  or   destined   to   be   completely  forgotten   is   open   to  question  ,  but     the  risk-takers   in   the  crowd   should      check it  out and (2  form   their   own  opinion  ."
Positive,1,2,There    are    moments   in    this  account   of    the  life   of   artist   Frida  Kahlo   that   are   among     cinema  's  finest   this  year  .
Negative,-1,-2,"Unfortunately   ,   they    're   sandwiched   in   between    the    most   impossibly  dry  account   of    Kahlo  's   life  imaginable  ."
Positive,1,1,There    are   moments   it   can   be   heart-rending   in   an      honest  and  unaffected   -LRB-    and  gentle  -RRB-  way  .
Positive,1,2,   Stay   clear   of    reminding  yourself   that   it   's   a   ``   true   story  ''  and   you   're   likely   to   have    one   helluva  time   at   the  movies  .
Positive,1,2,There     are  just    enough  twists   in   the   tale   to    make   it   far   more  satisfying   than    almost   any   horror  film   in   recent  memory  .
Positive,1,1," Working   from    Elliott  's  memoir   ,   Rohmer    fashions       the  sort   of   delicate   ,   articulate  character  -  and    -   relationship  study   he   's   favored   for  decades  ."
Positive,1,1," The  story     feels  more   like     a   serious  read  ,   filled   with    heavy  doses   of   always   enticing   Sayles  dialogue  ."
Positive,1,1, When   it   really  counts   ...    Bloody  Sunday    connects   on    a   visceral  level   that   transcends  language  .
Neutral,0,0," The  crime      matters    less   than  the  characters  ,   although    the  filmmakers   supply    enough   complications   ,   close    calls  and  double-crosses   to   satisfy  us  ."
Positive,1,2," Ranging   from   funny   to     shattering  and  featuring   some   of    the   year  's   best  acting   ,    Personal  Velocity    gathers   plenty   of   dramatic  momentum  ."
Positive,1,2,"    I    complain   all   the  time   about   seeing    the   same  ideas     repeated   in  films    over  and  over  again  ,  but    The   Bourne  Identity   proves   that    a   fresh  take   is always  possible  ."
Neutral,0,0, Recalls    quiet  freak-outs   like    L'Avventura  and  Repulsion  .
Positive,1,2,"     Only   an   epic  documentary   could    get  it   all  down  ,  and    Spike  Lee   's     Jim  Brown  :    All  American     at  long  last    gives   its  subject    a   movie  worthy   of (2  his (3 talents  ."
Positive,1,2,...    as   the   story  congeals   you    feel     the  pieces   of   the   Star   Wars  saga    falling   into  place   in    a  way   that    makes   your   spine  tingle   with    revelation  and  excitement  .
Positive,1,2, A   great   comedy  filmmaker    knows    great  comedy     need  n't  always   make   us  laugh  .
Positive,1,1,    Tim  Story    's  not   there  yet  -   but   `   Barbershop   '   shows   he   's   on   his  way  .
Positive,1,2, The  movie    is   one   of    the   best  examples   of    artful   Large  Format   filmmaking   you   are   likely   to   see   anytime  soon  .
Neutral,0,0,"  Lends  itself   to    the     narcotizing  bland   -LRB-   sinister   ,    though   not     nearly   so  sinister   as   the   biennial   Disney  girl  movie  -RRB-  machinations   of   the   biennial   Disney boy movie  ."
Positive,1,2,"Well-written   ,        nicely  acted  and   beautifully  shot  and  scored   ,    the  film       works   on   several  levels  ,  openly    questioning   social  mores   while    ensnaring   the  audience   with its  emotional  pull  ."
Positive,1,1,"     Jason  X   has     cheesy  effects  and   a   hoary  plot  ,  but     its   macabre   ,   self-deprecating  sense   of  humor    makes  up   for   a  lot  ."
Positive,1,1, An    impressive   if  flawed   effort  that    indicates   real  talent  .
Positive,1,2,   Two  generations   within   one   family   test  boundaries   in   this     intelligent  and  restrained   coming-of-age  drama  .
Positive,1,1,"   it   sounds    sick  and  twisted  ,  but     the  miracle   of    Shainberg  's  film   is   that   it   truly   is  romance"
Positive,1,2,   Disturbing  and  brilliant  documentary  .
Positive,1,2,"...      mesmerizing  ,     an   eye-opening  tour   of   modern   Beijing  culture   in    a  journey   of  rebellion  ,    retreat   into    oblivion  and  return  ."
Positive,1,2," One   of    the   best  examples   of   how   to     treat   a  subject   ,    you    're  not   fully   aware   is   being  examined  ,   much   like     a  photo   of  yourself   you    did n't know    was   being  taken  ."
Positive,1,1,  Not   too  far   below   the  gloss   you     can  still   feel      director   Denis   Villeneuve  's   beating  heart  and    the  fondness   he   has   for   his  characters  .
Positive,1,1," As    if   to   prove   a   female  director   can    make   a  movie   with   no   soft  edges   ,    Kathryn  Bigelow    offers    no    sugar-coating  or  interludes   of  lightness  ."
Negative,-1,-1, Her  film    is   unrelentingly    claustrophobic  and  unpleasant  .
Positive,1,1, -LRB-   Villeneuve  -RRB-    seems   to    realize  intuitively   that    even  morality   is    reduced   to   an  option   by    the   ultimate  mysteries   of    life  and  death  .
Positive,1,1, The  result      is  mesmerizing  --   filled   with    menace  and  squalor  .
Positive,1,1,   Fisher   has     bared   his  soul  and     confronted   his   own  shortcomings  here   in   a  way  ...   that    feels     very  human  and   very  true   to  life  .
Neutral,0,0,"   It   's  fun  ,  but    the  code-talk   will    fly  right   over    everyone  's  head"
Neutral,0,0,"  Bourne  ,   Jason  Bourne  ."
Neutral,0,0,"     He   can    scale   a  building   like   a   super  hero  ,   he   can   out-stealth   any  agent  ,   he   'll   get   the  girl  ."
Positive,1,1,He    's   Super  Spy  !
Positive,1,1, What   makes   the  movie    a  comedy    is    the  way   it   avoids    the    more  serious  emotions  involved  .
Positive,1,1,"  This   cuddly  sequel   to   the   1999  hit    is      a  little  more        visually  polished  ,    a  little  funnier  ,  and    a  little  more  madcap  ."
Positive,1,1,"      The  pleasures   of   Super  Troopers   may   be  fleeting  ,  but   they   'll    register  strongly   with   anybody   who   still   retains    a   soft  spot   for   precollegiate  humor  ."
Positive,1,2," The  film    is   exhilarating   to   watch   because      Sandler  ,   liberated   from    the  constraints   of  formula  ,    reveals   unexpected  depths   as   an  actor  ."
Positive,1,1," A   distant   ,       even  sterile  ,  yet  compulsively  watchable    look   at    the   sordid  life   of    Hogan  's   Heroes   star   Bob  Crane  ."
Positive,1,2,"     The  film    delivers   not  just    the   full  assault   of    Reno  's   immense    wit  and  insight  ,  but    a  time   travel   back   to   what   it   felt   like   during   those    unforgettably uncertain  days  ."
Positive,1,1, What   might   have   been   a    predictably  heartwarming  tale    is   suffused   with  complexity  .
Positive,1,1,"    Sound  the  trumpets  :    For    the   first  time   since   Desperately   Seeking  Susan   ,   Madonna    does  n't   suck   as   an  actress  ."
Positive,1,1," Although    very  much   like    the   first  movie   based   on    J.K.   Rowling  's   phenomenal   fantasy   best  sellers   ,    this   second  go-round    possesses     a    quite  pleasing   ,   headlong thrust  and   a    likably  delinquent  attitude  ."
Positive,1,2," As    the  story    moves  inexorably   through   its   seven   day  timeframe   ,    the  picture    becomes   increasingly  mesmerizing  ."
Positive,1,1,Maguire    is   a    surprisingly  effective  Peter\/Spider-Man  .
Positive,1,1,"     Not   a     cozy  or  ingratiating  work   ,   but   it   's       challenging  ,   sometimes  clever  ,  and   always  interesting  ,  and   those   are    reasons  enough   to   see  it  ."
Positive,1,1, The  film    runs   on      equal  parts   of    innocence  and  wisdom  --   wisdom   that   comes   with  experience  .
Positive,1,1,It    has   fun   being   grown  up  .
Positive,1,1, Like   old    myths  and  wonder   tales    spun  afresh  .
Positive,1,2,"Rarely    do   films    come  along    that     are   as  intelligent  ,  exuberant    ,  and   moving   as   Monsoon  Wedding  ."
Positive,1,1,One   scarcely    needs    the  subtitles   to   enjoy   this   colorful   action  farce  .
Positive,1,1, Quite  funny    for    the  type   of   movie   it  is  ...
Neutral,0,0,"    It     's  often  infuriatingly    glib  and  posturing  ,  and   yet   it     has   been   made   with    great  evident  care  and   manages   to     deliver  up    the  man   in   a  way  to  (3arouse  further  curiosity   in    even   the  most   unknowing  viewer  ."
Neutral,0,0,   One  of   -LRB-    Herzog  's  -RRB-   least  inspired   works  .
Neutral,0,0," This   boisterous  comedy     serves  up    a   cruel  reminder   of    the  fate   of    hundreds   of  thousands   of    Chinese  ,   one   which    can  only   qualify   as   a   terrible  tragedy (2 ."
Positive,1,1,"     Elling  really   is    about   a  couple   of   crazy  guys  ,  and   it   's   therapeutic   to    laugh  along   with  them  ."
Positive,1,2,  An   irresistible  combination   of   a   rousing   good  story    set   on   a   truly   grand  scale  .
Positive,1,2,There    's   no   denying       the    physically  spectacular  qualities   of   the  film  ...  or    the   emotional  integrity   of   the  performances  .
Positive,1,2, Few  films    this  year    have    been   as  resolute   in   their   emotional  nakedness  .
Positive,1,2,"   Exquisitely    acted   and   masterfully  if   preciously  interwoven  ...   -LRB-    the  film   -RRB-    addresses   in   a   fascinating   ,   intelligent  manner    the  intermingling   of      race  ,  politics and  local commerce  ."
Neutral,0,0,"     Stevenson  's  performance   is      at  once  clueless  and   fiercely  committed  ,   a   volatile  combination  ."
Positive,1,2,This    is   a    very  fine    movie  --   go   see  it  .
Positive,1,1," As    shaky   as   the  plot  is   ,     Kaufman  's  script     is  still   memorable   for   some   great  one-liners  ."
Positive,1,1," Despite   its  flaws   ,   Secretary      stays   in   your  head  and   makes   you   question   your   own    firmly  held  positions  ."
Positive,1,2," One   of   those    rare   ,  exhilarating  cinematic    delights   that     gets    even  better   in  hindsight  ,   as   you   mull   over   its    every  nuance   in   your  mind  ."
Positive,1,1,"     Not  everything  works  ,  but    the  average   is   higher   than      in  Mary  and   most  other   recent  comedies  ."
Positive,1,1,  A   byzantine  melodrama  that    stimulates     the   higher   brain  functions   as   well  as   the  libido  .
Positive,1,2, A    sensitive  and  expertly    acted   crowd-pleaser   that    is  n't   above     a    little  broad  comedy  and   a   few    unabashedly  sentimental  tears  .
Positive,1,1,"   The   film  's   sharp   ,    often  mischievous  sense   of  humor    will    catch  some   off  guard  ..."
Positive,1,2,"   Does   what    a   fine  documentary   does  best  :   It        extends   a   warm  invitation   into   an   unfamiliar  world  ,   then    illuminates  it  fully  and    allows    the   larger  implications  of  the  journey   to   sink   in  unobtrusively  ."
Positive,1,2,"  Almost   every  scene   in   this  film    is      a  gem   that   could   stand  alone  ,    a    perfectly  realized  observation   of   mood   ,    behavior  and  intent  ."
Positive,1,1,  A    psychologically    rich  and  suspenseful   moral  thriller   with    a   stellar  performance   by   Al  Pacino  .
Neutral,0,0,"    You    wo  n't   believe   much   of  it  ,  but   you   will   laugh   at      the  audacity  ,   at  the   who   's     who  casting  and    the   sheer  insanity   of   it  all  ."
Positive,1,1,"     This  version   's    no  classic   like   its  predecessor  ,  but    its  pleasures    are  still  plentiful  ."
Positive,1,1, The   Bourne  Identity    is   what    summer   screen  escapism   used   to    be   in   the  decades   when   it   was    geared  more   to  grownups  .
Positive,1,2,  Provide      -LRB-   s  -RRB-   nail-biting  suspense  and   credible  characters   without   relying   on   technology-of-the-moment   technique   or   pretentious  dialogue  .
Positive,1,1,"     If   it   tried   to    do  anything  more   ,   it   would     fail  and  perhaps  explode  ,  but    at    this  level   of   manic  whimsy   ,   it    is  just   about  right  ."
Neutral,0,0,   Too   sincere   to   exploit   its  subjects  and   too   honest   to   manipulate   its  audience  .
Negative,-1,-2,  The   saturation  bombing   of       Reggio  's  images  and    Glass  '   evocative  music  ...   ultimately     leaves  viewers   with    the  task   of   divining  meaning  .
Positive,1,1, For   all    its   serious  sense   of  purpose   ...    -LRB-   it  -RRB-    finds   a   way   to   lay   bare    the  tragedies   of    its  setting   with    a   good  deal   of    warmth  and  humor  .
Negative,-1,-1,"     A   depressing  confirmation   of   everything    those   of  us   who    do  n't   object   to   the   description   ``   unelected  ''   have   suspected   all  along  :    George   W.  Bush   is (1  (2 an  incurious   ,   uncharismatic   ,   overgrown   frat  boy   with     a   mean  streak   a  mile  wide  ."
Positive,1,2,"     This   road  movie    gives  you   emotional  whiplash  ,  and   you   'll   be   glad   you    went  along   for   the  ride  ."
Neutral,0,0,"    Sure   ,   it   's   more   of   the  same  ,  but    as    the  film  proves   ,   that     's  not  always   a   bad  thing  ."
Positive,1,2,"  A   lighthearted   ,   feel-good  film   that    embraces   the   time-honored  truth   that     the    most  powerful  thing   in  life  is   love  ."
Positive,1,1,"  A   bowel-curdling   ,   heart-stopping  recipe   for  terror  ."
Positive,1,1," Daughter   from  Danang    is    a  film   that   should      be   seen   by     all  ,  especially   those   who    are  n't   aware  of  ,  or   have   forgotten   about    the   unmentioned  victims of war  ."
Positive,1,1," Zhang  Yimou    delivers    warm   ,   genuine  characters   who   lie   not    through  dishonesty    ,  but   because   they   genuinely   believe   it   's   the   only   way   to    bring  happiness   to   their loved  ones  ."
Positive,1,1,...   breathes   surprising     new  life   into   the    familiar   by     amalgamating  genres  and   adding  true  human     complexity   to   its   not-so-stock  characters  .  '
Positive,1,1,"...      both  hokey  and      super-cool  ,  and  definitely   not   in   a  hurry   ,    so       sit  back  ,  relax  and   have   a  few     laughs   while    the   little  ones   get   a (2 (3 fuzzy treat  .  '"
Positive,1,1,A   pleasant   romantic   comedy  .
Neutral,0,0,It    's    a  Count   for   our  times  .
Positive,1,2,"Greengrass      has   delivered   an   undoubted   stylistic  tour-de-force  ,  and   has    managed   elements   such   as    sound  and  cinematography   with  skill"
Positive,1,2,"        Smith  's  point   is    simple  and  obvious  --        people  's  homes   are   extensions   of  themselves  ,  and     particularly  eccentric  people   have    particularly  eccentric   living  spaces -- but   his  subjects   are  charmers  ."
Positive,1,1,"     A   romantic  comedy  ,  yes  ,    but  one   with   characters   who       think  and   talk   about   their  goals  ,  and   are   working   on   hard  decisions  ."
Positive,1,1,Vividly    conveys     both   the  pitfalls  and    the  pleasures   of   over-the-top  love  .
Negative,-1,-2,"...     a   weak   ,   manipulative   ,   pencil-thin  story   that    is   miraculously  able   to   entertain  anyway  ."
Positive,1,1,   A   pro-fat  farce   that   overcomes  much   of    its   excessive   moral  baggage    thanks   to  two   appealing   lead  performances  .
Positive,1,1," For    the   first  two-thirds   of   this        sparklingly    inventive  and  artful  ,   always  fast  and  furious  tale   ,   kids    will    go  happily   along   for   the  ride  ."
Positive,1,1,"  Majidi  's   poetic   love  story      is   a   ravishing  consciousness-raiser  ,   if    a  bit   draggy   at  times  ."
Positive,1,2,  The   smartest   bonehead  comedy   of   the  summer  .
Positive,1,2,Effectively       feeds   our  senses   with   the   chilling  sights  and   sounds   from   within   the   camp   to   create   a    completely  numbing  experience  .
Positive,1,2,I     love   the  way   that   it     took  chances  and   really     asks   you   to   take    these   great  leaps   of  faith  and   pays  off  .
Positive,1,2," In    his  debut   as   a   film  director   ,    Denzel  Washington    delivers   a     lean  and  engaging  work  ."
Neutral,0,0,    Only   two  words   will    tell  you   what   you   know   when   deciding   to   see  it  :  Anthony  .
Neutral,0,0,Hopkins  .
Positive,1,2,"   The   movie  's   quiet  affirmation   of   neighborhood  values     gives  it   an   honest   ,   lived-in  glow  ."
Positive,1,1," A   teasing   drama    whose  relentless    good-deed\/bad-deed  reversals    are  just    interesting  enough   to   make   a  sinner    like   me   pray   for   an    even       more  interesting  ,   less  symmetrical ,  less   obviously  cross-shaped  creation  ."
Positive,1,1,Hayek    is   stunning   as     Frida  and  ...   a   star-making  project  .
Positive,1,1,It    's   both     a   necessary   political  work  and   a   fascinating  documentary  ...
Positive,1,2,"  Hilarious  ,   acidic   Brit  comedy  ."
Negative,-1,-2,"     As   a   revenge  thriller   ,    the  movie   is  serviceable  ,  but   it     does  n't  really   deliver    the    delicious  guilty  pleasure   of   the   better   film  versions  ."
Neutral,0,0,  An   ironic  speculation   on   democracy   in   a  culture    unaccustomed   to  it  .
Neutral,0,0,  Several  degrees    shy   of   the   gross-out  contests  one    expects   from   current   teen  fare  .
Positive,1,2,  The   inherent  strength   of     the  material   as   well  as    the  integrity   of   the  filmmakers     gives   this   coming-of-age  story    restraint   as   well  as  warmth  .
Positive,1,1," Led   by      Griffin  's    smartly  nuanced  performance  and  enthusiasm   ,    the  cast    has    a  lot   of   fun   with   the  material  ."
Positive,1,1, Tuck  Everlasting    achieves    a   delicate  balance   of     romantic  innocence  and   philosophical  depth  .
Positive,1,1,"  A   gentle  blend   of   present   day  testimonials   ,       surviving     footage   of  Burstein  and     his   family  performing  ,   historical  archives  ,  and   telling  stills  ."
Negative,-1,-2," A   Generation  X     artifact  ,    capturing    a   brief  era   of  insanity   in    the   sports  arena   that   surely    can  not  last  ."
Neutral,0,0,"      Possession   is    Elizabeth   Barrett  Browning   meets   Nancy  Drew  ,  and   it   's   directed  by  ...   Neil  LaBute  ."
Neutral,0,0,Hmm  .
Positive,1,1,  An     uneven  but  intriguing  drama   that   is    part   homage   and   part  remake   of   the   Italian  masterpiece  .
Positive,1,2,Windtalkers      celebrates   the   human  spirit  and   packs   an   emotional  wallop  .
Positive,1,2,"  Having  never   been    a   huge  fan   of    Dickens  '   800-page  novel   ,   it     surprised  me     how  much  pleasure   I   had   watching    McGrath  's  version  ."
Positive,1,1,"  The   best  thing    the  film  does    is   to     show  us   not  only      what    that  mind   looks  like  ,  but    how   the   creative  process   itself  operates  ."
Positive,1,1," For   all   its   failed  connections   ,     Divine  Secrets   of   the   Ya-Ya  Sisterhood      is  nurturing  ,   in     a  gauzy  ,   dithering  way  ."
Negative,-1,-2,This    is   pretty   dicey  material  .
Positive,1,1,But      some   unexpected  zigs  and  zags   help  .
Positive,1,1, The  filmmakers   skillfully     evoke    the  sense   of  menace   that   nature   holds   for   many   urban  dwellers  .
Positive,1,1,"  The   laser-projected  paintings   provide   a   spell-casting  beauty   ,    while     Russell  and  Dreyfus   are    a   romantic  pairing   of  hearts   ,   preciously     exposed   as   history  corners  them ."
Neutral,0,0,You     do  n't    have   to   be   an    especially  tough  grader   to    give   a   charitable  B-minus   to    The   Emperor  's  Club  .
Positive,1,1,"     This   romantic  thriller   is   steeped   in    the  atmosphere   of   wartime  England  ,  and   ably   captures     the   speech  patterns  ,    moral    codes  and  ideals   of   the  1940s  ."
Positive,1,2,"      Divine  Secrets   of   the   Ya-Ya  Sisterhood    may  not   be   exactly  divine  ,  but   it    's   definitely   --   defiantly  --     ya  ya  ,   what   with   all   of     those   terrific songs and  spirited  performances  ."
Neutral,0,0,"     Viewed   on   its   own  terms   ,    Treasure  Planet   is   better-than-average   family  entertainment  ,  but     true  fans   of    the   Stevenson  's  novel    will  likely   prefer    Disney  's (3 (3  more faithful   1950   live-action   swashbuckling  classic  ."
Positive,1,1,"   A  journey   through       memory  ,    a  celebration   of  living  ,  and   a   sobering  rumination   on       fatality  ,  classism  ,  and  ignorance  ."
Positive,1,2,  Resourceful  and   ingenious  entertainment  .
Positive,1,1,"``    Antwone  Fisher   ''    is    an   earnest   ,   by-the-numbers  effort   by  Washington  ."
Neutral,0,0,It       wo  n't   rock   any  boats  but   is    solid  meat-and-potatoes  filmmaking  .
Positive,1,2,   A   historical  epic   with    the  courage   of   its  convictions   about   both    scope  and  detail  .
Positive,1,1," We   need         -LRB-    Moore  's   -RRB-  noisy  ,   cocky  energy  ,   his   passion   and   class  consciousness  ;   we   need   his  shticks   ,   we    need   his  stones  ."
Neutral,0,0," Although    the  editing   might   have   been  tighter   ,   Hush  !"
Neutral,0,0,sympathetically    captures    the   often   futile  lifestyle   of    young  people   in   modern  Japan  .
Positive,1,1," -LRB-   Gai  -RRB-    comes   closer   to    any  actress   I   can   remember   to    personifying  independence   in   its      purest  and   ,   yes  ,   most  intimidating  form  ."
Positive,1,2,"These    are   lives   worth     watching  ,  paths   worth  following  ."
