,Sentiment,Sentiment Num,Multi,Text,Text-original,Text_with_fullstop,Polarities Found,Polarity Count,Sarcasm?,Adversative Polarity,Adversative Present?,Polarity Count-after Adversative,Emoji Score,Polarity Count-multi
622,Positive,1,2,bow is best moments are when he is getting busy on the basketball court because that is when he really scores .,  Bow  's   best  moments    are   when   he   's    getting   busy   on   the   basketball  court   because   that   's   when   he   really  scores  .,bow is best moments are when he is getting busy on the basketball court because that is when he really scores .,"[0, 0, (1, -7), 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-2
623,Positive,1,2,offers enough playful fun to entertain the preschool set while embracing a wholesome attitude ., Offers   enough  playful    fun   to    entertain   the   preschool  set   while   embracing   a   wholesome  attitude  .,offers enough playful fun to entertain the preschool set while embracing a wholesome attitude .,"[1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",1,0,1,0,1,0,1
624,Negative,-1,-2,"in the end , punch-drunk love is one of those films that i_wanted to-like much more than i actually did ."," In   the  end   ,    Punch-Drunk  Love     is   one   of   those  films   that   I   wanted   to   like    much  more   than   I   actually  did  .","in the end , punch-drunk love is one of those films that i_wanted to-like much more than i actually did .","[0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",-1,-1,1,0,-1,0,-2
625,Neutral,0,0,"sometimes , that is enough .","Sometimes   ,   that    's  enough  .","sometimes , that is enough .","[0, 0, 0, 0, 1, 0]",1,0,1,0,1,0,1
626,Positive,1,1,"an intimate , good-humored ethnic comedy like numerous others but cuts deeper than expected ."," An   intimate   ,   good-humored   ethnic  comedy      like   numerous  others  but   cuts   deeper   than  expected  .","an intimate , good-humored ethnic comedy like numerous others but cuts deeper than expected .","[0, 1, 0, 0, 0, 1, 1, 0, 0, 8, 0, 0, 0, 1, 0]",1,0,1,1,1,0,1
627,Positive,1,2,ice cube holds the film together with an engaging and warm performance . . ., Ice  Cube      holds   the  film  together   with   an   engaging   and   warm  performance  ...,ice cube holds the film together with an engaging and warm performance . . .,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",1,0,1,0,1,0,1
628,Positive,1,1,both deeply weird and charmingly dear .,  Both   deeply    weird  and  charmingly  dear  .,both deeply weird and charmingly dear .,"[0, 0, -1, 0, 1, 1, 0]",-1,-1,1,0,-1,0,-2
629,Positive,1,1,"as blunt as it is in depicting child abuse , el bola is a movie steeped in an ambiguity that lends its conflicts a symbolic resonance ."," As   blunt   as   it   is   in   depicting   child  abuse   ,    El  Bola    is    a  movie   steeped   in    an  ambiguity   that    lends   its  conflicts   a   symbolic  resonance  .","as blunt as it is in depicting child abuse , el bola is a movie steeped in an ambiguity that lends its conflicts a symbolic resonance .","[0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
630,Positive,1,1,"despite a story predictable enough to make the sound of music play like a nail-biting thriller , its heart is so much in the rightplace it is 1 difficult 2 to 1 get really peeved at it ."," Despite    a  story    predictable  enough   to    make    The  Sound   of   Music  play   like   a   nail-biting  thriller   ,    its  heart    is   so   much   in    the   right  place   it   is  (1 difficult (2  to (1   get   really  peeved   at  it  .","despite a story predictable enough to make the sound of music play like a nail-biting thriller , its heart is so much in the rightplace it is 1 difficult 2 to 1 get really peeved at it .","[-8, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0]",-1,-1,0,1,0,0,0
631,Positive,1,1,"an incredibly low-rent danish film , it brings a group of people together in a sweet and charming way , if a little convenient","   An    incredibly  low-rent   Danish  film  ,  it   brings    a  group   of     people   together   in   a     sweet  and  charming  way  ,   if    a  little  convenient","an incredibly low-rent danish film , it brings a group of people together in a sweet and charming way , if a little convenient","[0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",-1,-1,1,0,-1,0,-2
632,Positive,1,1,"it is the cinematic equivalent of a good page-turner , and even if it is nonsense , its claws dig surprisingly deep .","    It   's    the   cinematic  equivalent   of   a   good  page-turner  ,  and    even   if   it   's  nonsense   ,    its  claws   dig   surprisingly  deep  .","it is the cinematic equivalent of a good page-turner , and even if it is nonsense , its claws dig surprisingly deep .","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-2
633,Negative,-1,-2,director nalin pan does not do much to weigh any arguments one way or the other ., Director   Nalin  Pan     does  n't   do   much   to   weigh    any  arguments     one  way  or   the  other  .,director nalin pan does not do much to weigh any arguments one way or the other .,"[0, 0, -1, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-2
634,Positive,1,1,he simply presents his point of view that ayurveda works .,He   simply     presents    his  point   of  view   that   Ayurveda  works  .,he simply presents his point of view that ayurveda works .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
635,Neutral,0,0,no question .,No   question  .,no question .,"[11, 0, 0]",0,0,0,0,0,0,0
636,Positive,1,1,claude miller airs out a tight plot with an easy pace and a focus on character drama over crime-film complications ., Claude  Miller     airs  out      a   tight  plot   with   an   easy  pace  and    a  focus   on    character  drama   over   crime-film  complications  .,claude miller airs out a tight plot with an easy pace and a focus on character drama over crime-film complications .,"[0, 0, 0, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",-1,-1,1,0,-1,0,-1
637,Positive,1,1,"what full frontal lacks in thematic coherence it largely makes up for as loosey-goosey , experimental entertainment ."," What    Full  Frontal   lacks   in   thematic  coherence   it   largely     makes  up   for   as   loosey-goosey   ,   experimental  entertainment  .","what full frontal lacks in thematic coherence it largely makes up for as loosey-goosey , experimental entertainment .","[0, -1, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",-1,-1,-1,0,-1,0,-2
638,Negative,-1,-2,"still , i am not quite sure what the point is . . .","Still   ,   I     'm  not   quite   sure   what    the  point  is  ...","still , i am not quite sure what the point is . . .","[0, 0, 0, 0, 11, 0, 1, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-2
639,Positive,1,2,"rich in detail , gorgeously shot and beautifully acted , les destinees is , in its quiet , epic way , daring , inventive and refreshingly unusual .","  Rich   in   detail   ,   gorgeously    shot  and  beautifully  acted   ,    Les  Destinees       is  ,   in   its  quiet  ,     epic  way  ,      daring  ,  inventive  and   refreshingly  unusual  .","rich in detail , gorgeously shot and beautifully acted , les destinees is , in its quiet , epic way , daring , inventive and refreshingly unusual .","[1, 0, 0, 0, 1, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, -1, 0]",-1,-1,1,0,-1,0,-2
640,Positive,1,1,"-lrb- a -rrb- hollywood sheen bedevils the film from the very beginning . . . -lrb- but -rrb- lohman is moist , deeply emotional eyes shine through this bogus veneer . . .","  -LRB-   A  -RRB-    Hollywood  sheen      bedevils   the  film   from   the   very  beginning  ...    -LRB-   but  -RRB-   Lohman   's  moist   ,     deeply  emotional  eyes    shine   through   this   bogus  veneer  ...","-lrb- a -rrb- hollywood sheen bedevils the film from the very beginning . . . -lrb- but -rrb- lohman is moist , deeply emotional eyes shine through this bogus veneer . . .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, -1, 0, 1, 0, 0, -1, 0, 0, 0, 0]",-1,-1,-1,1,-1,0,-2
641,Negative,-1,-1,do we really need a 77-minute film to tell us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman does not work ?,   Do  we  really    need   a   77-minute  film   to    tell  us    exactly  why     a   romantic  relationship   between     a   15-year-old  boy  and   a   40-year-old  woman    does  n't  work  ?,do we really need a 77-minute film to tell us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman does not work ?,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0]",-1,0,1,0,-1,0,-2
642,Positive,1,2,ford deserves to be remembered at oscar time for crafting this wonderful portrait of a conflicted soldier .,Ford    deserves   to   be    remembered   at   Oscar  time   for   crafting    this   wonderful  portrait   of   a   conflicted  soldier  .,ford deserves to be remembered at oscar time for crafting this wonderful portrait of a conflicted soldier .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0]",-1,-1,-1,0,-1,0,-2
643,Negative,-1,-2,"the film is 45-minute running time stops shy of overkill , though viewers may be more exhausted than the athletes onscreen .","  The   film  's   45-minute   running  time      stops   shy   of  overkill  ,   though   viewers   may   be   more   exhausted   than   the   athletes  onscreen  .","the film is 45-minute running time stops shy of overkill , though viewers may be more exhausted than the athletes onscreen .","[0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-2
644,Negative,-1,-1,do not expect any surprises in this checklist of teamwork cliches . . .,  Do  n't    expect   any  surprises   in    this  checklist   of   teamwork  cliches  ...,do not expect any surprises in this checklist of teamwork cliches . . .,"[0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
645,Negative,-1,-2,"as adapted by kevin molony from simon leys  novel `` the death of napoleon  and directed by alan taylor , napoleon is journey is interesting but his parisian rebirth is stillborn","As      adapted   by    Kevin  Molony   from    Simon   Leys  '   novel   ``     The  Death   of  Napoleon  ''  and   directed   by     Alan  Taylor  ,    Napoleon  's  journey    is  interesting   but  his  Parisian  rebirth   is  stillborn","as adapted by kevin molony from simon leys  novel `` the death of napoleon  and directed by alan taylor , napoleon is journey is interesting but his parisian rebirth is stillborn","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 0, 0, 0, 0, 0]",-1,-1,0,1,0,0,0
646,Neutral,0,0,"the movie addresses a hungry need for pg-rated , nonthreatening family movies , but it does not go toomuch further .","     The  movie   addresses    a   hungry  need   for   PG-rated   ,   nonthreatening   family  movies  ,  but   it    does  n't    go   too  much  further  .","the movie addresses a hungry need for pg-rated , nonthreatening family movies , but it does not go toomuch further .","[0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 11, 0, -1, 0, 0]",-1,0,-1,1,-1,0,-1
647,Positive,1,2,"this warm and gentle romantic comedy has enough interesting characters to fill several movies , and its ample charms should win over the most hard-hearted cynics .","     This     warm  and  gentle   romantic  comedy   has     enough  interesting  characters   to   fill   several  movies  ,  and    its   ample  charms   should   win   over   the    most  hard-hearted  cynics  .","this warm and gentle romantic comedy has enough interesting characters to fill several movies , and its ample charms should win over the most hard-hearted cynics .","[0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, (1, -7), 1, 0, 1, 0, 0, 0, 0, -1, 0]",-1,-1,1,0,-1,0,-2
648,Positive,1,1,a yarn that respects the marvel version without becoming ensnared by it .,  A  yarn   that    respects   the   Marvel  version   without  becoming    ensnared   by  it  .,a yarn that respects the marvel version without becoming ensnared by it .,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,1
649,Positive,1,2,this is a happy throwback to the time when cartoons were cinema is most idiosyncratic form instead of one of its most predictable .,This    is    a   happy  throwback   to    the  time   when   cartoons   were       cinema  's    most  idiosyncratic  form   instead   of  one   of  its   most  predictable  .,this is a happy throwback to the time when cartoons were cinema is most idiosyncratic form instead of one of its most predictable .,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,2
650,Positive,1,2,"complex , affecting and uniquely almodóvar , the film evokes strong emotions and pushes viewers to question their deepest notions of moral right and wrong .","     Complex  ,  affecting  and  uniquely  Almodóvar   ,    the  film      evokes   strong  emotions  and   pushes   viewers   to   question    their   deepest  notions   of   moral    right  and  wrong  .","complex , affecting and uniquely almodóvar , the film evokes strong emotions and pushes viewers to question their deepest notions of moral right and wrong .","[-1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0]",-1,-1,-1,0,-1,0,-2
651,Positive,1,1,good ol urban legend stuff .,Good    ol'   urban   legend  stuff  .,good ol urban legend stuff .,"[1, 0, 0, 0, 0, 0]",1,0,1,0,1,0,1
652,Negative,-1,-2,not so much a movie as a picture book for the big screen .,Not     so   much   a  movie   as    a   picture  book   for   the   big  screen  .,not so much a movie as a picture book for the big screen .,"[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
653,Positive,1,1,"this is not my favorite in the series , still i enjoyed it enough to recommend .","    This     is  n't   my  favorite   in   the  series  ,  still   I   enjoyed   it   enough   to  recommend  .","this is not my favorite in the series , still i enjoyed it enough to recommend .","[0, 0, 11, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]",-1,-1,1,0,-1,0,-1
654,Positive,1,2,it is one of the most honest films ever made about hollywood .,It    's   one   of    the    most  honest  films   ever   made   about  Hollywood  .,it is one of the most honest films ever made about hollywood .,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,2
655,Positive,1,1,"it is a film that will have people walking out halfway through , will encourage others to stand-up and applaud , and will , undoubtedly , leave 2 2 both camps engaged in a ferocious debate for years to come ."," It   is    a  film   that   will   have   people     walking  out  halfway  through   ,       will   encourage   others   to     stand  up  and  applaud  ,  and      will  ,  undoubtedly  ,   leave (2  (2 both  camps    engaged   in    a   ferocious  debate   for  years   to  come  .","it is a film that will have people walking out halfway through , will encourage others to stand-up and applaud , and will , undoubtedly , leave 2 2 both camps engaged in a ferocious debate for years to come .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0]",-1,-1,1,0,-1,0,-1
656,Positive,1,2,"on its own cinematic terms , it successfully showcases the passions of both the director and novelist byatt ."," On   its   own   cinematic  terms   ,   it   successfully    showcases    the  passions   of     both   the  director  and   novelist  Byatt  .","on its own cinematic terms , it successfully showcases the passions of both the director and novelist byatt .","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,1
657,Positive,1,1,pray is film works well and will appeal even to those who are not too familiar with turntablism .,  Pray  's  film      works  well  and   will    appeal  even   to   those   who    are  n't   too   familiar   with  turntablism  .,pray is film works well and will appeal even to those who are not too familiar with turntablism .,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 11, -1, 0, 0, 0, 0, 0]",-1,-1,1,0,-1,0,-2
658,Positive,1,2,good movie ., Good  movie  .,good movie .,"[1, 0, 0]",1,0,1,0,1,0,1
659,Positive,1,2,good actress ., Good  actress  .,good actress .,"[1, 0, 0]",1,0,1,0,1,0,1
660,Neutral,0,0,"but if you expect light romantic comedy , good gosh , will you be shocked .","But    if   you   expect     light   romantic  comedy  ,   good  gosh   ,     will  you   be  shocked  .","but if you expect light romantic comedy , good gosh , will you be shocked .","[8, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, -1, 0]",-1,-1,1,1,1,0,1
661,Positive,1,2,it has the courage to wonder about big questions with sincerity and devotion .,It    has   the   courage   to    wonder   about   big  questions   with    sincerity  and  devotion  .,it has the courage to wonder about big questions with sincerity and devotion .,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",1,0,1,0,1,0,2
662,Negative,-1,-2,"it risks seeming slow and pretentious , because it thinks the gamble is worth the promise .","It      risks   seeming    slow  and  pretentious  ,   because   it   thinks    the  gamble   is   worth   the  promise  .","it risks seeming slow and pretentious , because it thinks the gamble is worth the promise .","[0, -1, 0, -1, 0, -1, 0, 0, 0, 0, 0, -1, 0, 1, 0, 1, 0]",-1,-1,-1,0,-1,0,-1
663,Positive,1,1,"with youthful high-spirits , tautou remains captivating throughout michele is religious and romantic quests , and she is backed by a likable cast ."," With   youthful   high  spirits   ,       Tautou   remains   captivating   throughout    Michele  's     religious  and  romantic  quests  ,  and   she   is   backed   by   a   likable  cast  .","with youthful high-spirits , tautou remains captivating throughout michele is religious and romantic quests , and she is backed by a likable cast .","[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,0,1,0,1,0,1
664,Positive,1,1,"it is an example of sophisticated , challenging filmmaking that stands , despite its noticeable lackof emotional heft , in welcome contrast to the indulgent dead-end experimentation of the director is previous full frontal .","It    's     an  example   of    sophisticated   ,  challenging  filmmaking   that       stands  ,   despite    its   noticeable  lack   of   emotional  heft  ,   in   welcome  contrast   to    the   indulgent dead-end  experimentation   of    the   director  's   previous   Full  Frontal  .","it is an example of sophisticated , challenging filmmaking that stands , despite its noticeable lackof emotional heft , in welcome contrast to the indulgent dead-end experimentation of the director is previous full frontal .","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -8, 0, 0, -1, -1, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0]",-1,-1,1,1,1,0,2
665,Positive,1,1,a very funny look at how another culture handles the process of courting and marriage ., A   very  funny    look   at   how    another  culture   handles    the  process   of    courting  and  marriage  .,a very funny look at how another culture handles the process of courting and marriage .,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,2
666,Positive,1,1,"anchored by a terrific performance by abbass , satin rouge shows that the idea of women is self-actualization knows few continental divides .","  Anchored   by   a   terrific  performance   by  Abbass   ,    Satin  Rouge    shows   that     the  idea   of    women  's  self-actualization   knows   few   continental  divides  .","anchored by a terrific performance by abbass , satin rouge shows that the idea of women is self-actualization knows few continental divides .","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,1
667,Positive,1,2,"awkward but sincere and , ultimately , it wins you over .","   Awkward  but  sincere  and   ,   ultimately   ,   it     wins  you  over  .","awkward but sincere and , ultimately , it wins you over .","[(-1, -7), 8, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,0,1,1,1,0,2
668,Positive,1,1,"smith profiles five extraordinary american homes , and because the owners seem fully aware of the uses and abuses of fame , it is a pleasure to enjoy their eccentricities .","    Smith   profiles   five   extraordinary   American  homes  ,  and    because    the  owners    seem   fully  aware   of    the    uses  and  abuses   of  fame   ,   it   's   a   pleasure   to   enjoy their  eccentricities  .","smith profiles five extraordinary american homes , and because the owners seem fully aware of the uses and abuses of fame , it is a pleasure to enjoy their eccentricities .","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",-1,-1,1,0,-1,0,-2
669,Neutral,0,0,"though the plot is predictable , the movie never feels formulaic , because the attention is on the nuances of the emotional development of the delicate characters ."," Though    the  plot   is  predictable   ,    the  movie   never      feels  formulaic  ,   because    the  attention   is   on    the  nuances   of    the   emotional  development   of   the   delicate  characters .","though the plot is predictable , the movie never feels formulaic , because the attention is on the nuances of the emotional development of the delicate characters .","[0, 0, -1, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0]",-1,-1,-1,0,-1,0,-1
670,Positive,1,1,"sam jones became a very-lucky filmmaker the day wilco got dropped from their record label , proving that one man is ruin may be another is fortune .","  Sam  Jones   became    a    very  lucky  filmmaker   the  day   Wilco    got     dropped   from   their   record  label  ,   proving   that     one   man  's  ruin   may   be   another   's  fortune .","sam jones became a very-lucky filmmaker the day wilco got dropped from their record label , proving that one man is ruin may be another is fortune .","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, (-1, -7), 0, 0, 0, 0, 1, 0]",1,0,1,0,1,0,1
671,Positive,1,2,"goyer is screenplay and direction are thankfully understated , and he has drawn excellent performances from his cast .","      Goyer  's    screenplay  and  direction    are  thankfully  understated  ,  and   he   has    drawn   excellent  performances   from   his  cast  .","goyer is screenplay and direction are thankfully understated , and he has drawn excellent performances from his cast .","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, (1, -7), 0, 0, 0, 0, 0]",1,0,1,0,1,0,1
672,Positive,1,2,binoche and magimel are perfect in these roles .,  Binoche  and  Magimel    are   perfect   in   these  roles  .,binoche and magimel are perfect in these roles .,"[0, 0, 0, 0, (1, -7), 0, 0, 0, 0]",1,0,1,0,1,0,2
673,Positive,1,1,"when your leading ladies are a couple of screen-eating dominatrixes like goldie hawn and susan sarannot at their raunchy best , even hokum goes down easily ."," When    your   leading  ladies    are    a  couple   of      screen-eating  dominatrixes   like   Goldie  Hawn  and    Susan  Sarandon   at   their  raunchy  best   ,    even  hokum    goes   down  easily  .","when your leading ladies are a couple of screen-eating dominatrixes like goldie hawn and susan sarannot at their raunchy best , even hokum goes down easily .","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, (1, -7), 0, 0, 0, 0, -1, 1, 0]",-1,-1,1,0,-1,0,-2
674,Positive,1,1,"while undercover brother is definitely one for the masses , it is also full of sharp , smart satire ."," While    Undercover  Brother    is  definitely   one   for   the  masses   ,   it     's  also   full   of   sharp   ,   smart  satire  .","while undercover brother is definitely one for the masses , it is also full of sharp , smart satire .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1, 0, 1, -1, 0]",-1,-1,-1,0,-1,0,-2
675,Positive,1,1,gets under the skin of a man who has just lost his wife ., Gets   under    the  skin   of    a  man   who    has  just   lost   his  wife  .,gets under the skin of a man who has just lost his wife .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0]",-1,0,-1,0,-1,0,-1
676,Neutral,0,0,no-wonder they are talking about `` talk to her . ,No     wonder   they   're    talking    about  ``  Talk   to  Her  .  '',no-wonder they are talking about `` talk to her . ,"[-1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
677,Positive,1,1,it is astonishing .,It    's  astonishing  .,it is astonishing .,"[0, 0, (1, -7), 0]",1,0,1,0,1,0,1
678,Positive,1,2,"for its seriousness , high literary aspirations and stunning acting , the film can only be applauded ."," For       its  seriousness  ,   high   literary  aspirations  and   stunning  acting   ,    the  film     can  only   be  applauded  .","for its seriousness , high literary aspirations and stunning acting , the film can only be applauded .","[0, 0, -1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",-1,-1,1,0,-1,0,-1
679,Positive,1,1,"look , this is a terrific flick replete with dazzling camera-work , dancing and music .","Look   ,   this    is    a   terrific  flick   replete   with   dazzling   camera-work   ,    dancing  and  music  .","look , this is a terrific flick replete with dazzling camera-work , dancing and music .","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,1
680,Positive,1,2,it is inspirational in-characterizing how people from such diverse cultures share the same human and spiritual needs .,It    is   inspirational   in   characterizing   how    people   from   such   diverse  cultures   share     the   same  human  and   spiritual  needs  .,it is inspirational in-characterizing how people from such diverse cultures share the same human and spiritual needs .,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",1,0,1,0,1,0,1
681,Negative,-1,-2,it is fairly self-aware in its dumbness .,It    's   fairly   self-aware   in   its  dumbness  .,it is fairly self-aware in its dumbness .,"[0, 0, 1, 0, 0, 0, -1, 0]",-1,-1,-1,0,-1,0,-2
682,Positive,1,2,"a triumph , relentless and beautiful in its downbeat darkness .","  A   triumph   ,    relentless  and  beautiful   in   its  downbeat   darkness  .","a triumph , relentless and beautiful in its downbeat darkness .","[0, 1, 0, -1, 0, 1, 0, 0, -1, -1, 0]",-1,-1,-1,0,-1,0,-2
683,Positive,1,1,tailored to entertain !, Tailored   to  entertain  !,tailored to entertain !,"[0, 0, 1, 0]",1,0,1,0,1,0,1
684,Positive,1,2,"a compelling , moving film that respects its audience and its source material .","   A  compelling  ,    moving  film   that   respects     its  audience  and   its   source  material  .","a compelling , moving film that respects its audience and its source material .","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,1
685,Negative,-1,-2,has a plot full of twists upon knots . . . and a nonstop parade of mock-tarantino scuzbag types that starts out clever but veers into overkill ., has       a  plot   full   of   twists   upon  knots  ...  and     a   nonstop  parade   of   mock-Tarantino   scuzbag  types   that   starts   out     clever  but  veers   into  overkill  .,has a plot full of twists upon knots . . . and a nonstop parade of mock-tarantino scuzbag types that starts out clever but veers into overkill .,"[0, 0, -1, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 0, 0, -1, 0]",-1,-1,-1,1,-1,0,-2
686,Positive,1,2,a work of astonishing delicacy and force .,  A  work   of   astonishing    delicacy  and  force  .,a work of astonishing delicacy and force .,"[0, 0, 0, (1, -7), 1, 0, 0, 0]",1,0,1,0,1,0,1
687,Positive,1,2,"the film benefits greatly from a less manic tone than its predecessor , as cho appears to have settled comfortably into her skin ."," The  film       benefits  greatly   from    a    less  manic  tone   than   its  predecessor  ,   as   Cho   appears   to   have    settled  comfortably   into   her  skin  .","the film benefits greatly from a less manic tone than its predecessor , as cho appears to have settled comfortably into her skin .","[0, 0, 1, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",-1,-1,1,0,-1,0,-2
688,Positive,1,1,"for the first-time in several years , mr . allen has surpassed himself with the magic he is spun with the hollywood empress of ms . leoni is ellie ."," For    the   first  time   in   several  years   ,    Mr.  Allen    has    surpassed  himself   with    the  magic   he   's   spun   with    the   Hollywood  empress   of    Ms.   Leoni  's  Ellie.","for the first-time in several years , mr . allen has surpassed himself with the magic he is spun with the hollywood empress of ms . leoni is ellie .","[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-1
