,Sentiment,Sentiment Num,Multi,Text,Text-original,Text_with_fullstop,Polarities Found,Polarity Count,Sarcasm?,Adversative Polarity,Adversative Present?,Polarity Count-after Adversative,Emoji Score,Polarity Count-multi
1488,Positive,1,1,"land , people and narrative flow together in a stark portrait of motherhood deferred and desire explored ."," Land   ,   people   and   narrative  flow    together   in    a   stark  portrait   of   motherhood    deferred  and  desire   explored  .","land , people and narrative flow together in a stark portrait of motherhood deferred and desire explored .","[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0]",-1,-1,-1,0,-1,0,-1
1489,Positive,1,1,` blue crush  swims away with the sleeper movie of the summer award .,`    Blue  Crush   '     swims  away   with    the   Sleeper  Movie   of   the   Summer  award  .,` blue crush  swims away with the sleeper movie of the summer award .,"[0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",-1,-1,-1,0,-1,0,-1
1490,Positive,1,2,"you are not merely watching history , you are engulfed by it ."," You     're  not  merely   watching  history   ,   you    're   engulfed   by  it  .","you are not merely watching history , you are engulfed by it .","[0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
1491,Neutral,0,0,a chick flick for guys ., A  chick    flick   for  guys  .,a chick flick for guys .,"[0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
1492,Positive,1,1,"it is mildly entertaining , especially if you find comfort in familiarity .","It       's   mildly  entertaining  ,  especially   if   you   find   comfort   in  familiarity  .","it is mildly entertaining , especially if you find comfort in familiarity .","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",1,0,1,0,1,0,1
1493,Negative,-1,-2,but it is hardly a necessary enterprise .,But   it     's  hardly   a   necessary  enterprise  .,but it is hardly a necessary enterprise .,"[8, 0, 0, 0, 0, 0, 0, 0]",0,0,0,1,0,0,0
1494,Negative,-1,-2,"the quiet american is not a bad film , it is just one that could easily wait for your pay per view dollar .","  The   Quiet  American    is  n't   a   bad  film   ,   it    's    just  one   that    could  easily   wait   for    your  pay   per   view  dollar  .","the quiet american is not a bad film , it is just one that could easily wait for your pay per view dollar .","[0, 1, 0, 0, 11, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0]",-1,-1,1,0,-1,0,-1
1495,Neutral,0,0,"as home movie gone haywire , it is pretty enjoyable , but as sexual manifesto , i had rather listen to old tori amos records .","     As    home  movie   gone  haywire   ,   it   's   pretty  enjoyable  ,  but    as   sexual  manifesto   ,   I    'd  rather   listen   to   old   Tori   Amos  records  .","as home movie gone haywire , it is pretty enjoyable , but as sexual manifesto , i had rather listen to old tori amos records .","[0, 0, 0, 0, -1, 0, 0, 0, 1, 1, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,0,1,0,0,0
1496,Positive,1,1,"in its treatment of the dehumanizing and ego-destroying process of unemployment , time out offers an exploration that is more accurate than anything i have seen in an americanfilm ."," In    its  treatment   of    the     dehumanizing  and  ego-destroying  process   of  unemployment   ,    Time  Out    offers    an  exploration   that    is   more   accurate   than  anything   I   have   seen   in   an   Americanfilm  .","in its treatment of the dehumanizing and ego-destroying process of unemployment , time out offers an exploration that is more accurate than anything i have seen in an americanfilm .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,2
1497,Neutral,0,0,"like an episode of mtv is undressed , with 20 times the creativity but without any more substance . . . indulgently entertaining but slightly negative and slightly negative been deeper ."," Like    an  episode   of    MTV  's  Undressed   ,    with   20  times      the  creativity   but    without   any   more  substance  ...   indulgently  entertaining    but     could  have  and   should   have   been deeper  .","like an episode of mtv is undressed , with 20 times the creativity but without any more substance . . . indulgently entertaining but slightly negative and slightly negative been deeper .","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, -1, 0, 0, 0]",-1,-1,-1,1,-1,0,-2
1498,Positive,1,2,"a sensitive , cultivated treatment of greene is work and a remarkably faithful one .","  A   sensitive   ,   cultivated  treatment   of  Greene    's    work   as   well  as   a    remarkably  faithful  one  .","a sensitive , cultivated treatment of greene is work and a remarkably faithful one .","[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",-1,-1,1,0,-1,0,-2
1499,Positive,1,1,"it is not just a feel-good movie , it is a feel movie ."," It     's  not  just   a   feel-good  movie   ,   it    's   a   feel  movie  .","it is not just a feel-good movie , it is a feel movie .","[0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
1500,Positive,1,2,"you feel good , you feel sad , you feel pissed off , but in the end , you feel alive - which is what they did .","        You   feel  good  ,   you   feel  sad  ,   you   feel   pissed  off  ,  but    in   the  end   ,   you     feel  alive  -   which   is   what   they  did  .","you feel good , you feel sad , you feel pissed off , but in the end , you feel alive - which is what they did .","[0, 0, 1, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",-1,-1,1,1,1,0,1
1501,Positive,1,1,"it is a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety .","It    's     a  piece   of  handiwork   that       shows   its   indie   tatters   and   self-conscious  seams   in  places  ,  but   has   some   quietly   moving    moments  and   an   intelligent  subtlety  .","it is a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,0,1,1,1,0,1
1502,Positive,1,1,"what makes barbershop so likable , with all its flaws , is that it has none of the pushiness and decibel volume of most contemporary comedies ."," What   makes   Barbershop   so  likable   ,    with   all   its  flaws   ,    is   that   it   has   none   of    the     pushiness  and  decibel  volume   of   most   contemporary  comedies  .","what makes barbershop so likable , with all its flaws , is that it has none of the pushiness and decibel volume of most contemporary comedies .","[0, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-2
1503,Positive,1,1,"watching these two actors play against each other so intensely , but with restraint , is a treat .","  Watching   these   two   actors  play   against    each  other    so  intensely    ,  but   with  restraint   ,    is   a  treat  .","watching these two actors play against each other so intensely , but with restraint , is a treat .","[0, 0, 0, 0, 0, (-1, -7), 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0]",-1,0,0,1,0,0,0
1504,Positive,1,2,"an example of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship .","  An  example   of     quiet   ,  confident  craftsmanship   that   tells    a    sweet   ,  charming  tale   of   intergalactic  friendship  .","an example of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship .","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0]",1,0,1,0,1,0,1
1505,Positive,1,1,"a meditation on faith and madness , frailty is blood-curdling stuff .","  A  meditation   on    faith  and  madness   ,   Frailty    is   blood-curdling  stuff  .","a meditation on faith and madness , frailty is blood-curdling stuff .","[0, 0, 0, 1, 0, -1, 0, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-1
1506,Positive,1,2,"the production design , score and choreography are simply intoxicating ."," The   production   design   ,    score  and  choreography     are  simply  intoxicating  .","the production design , score and choreography are simply intoxicating .","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,1
1507,Positive,1,2,"a comedy that is warm , inviting , and surprising .","A    comedy   that   is       warm  ,  inviting  ,  and  surprising  .","a comedy that is warm , inviting , and surprising .","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,2
1508,Positive,1,2,so vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt .,   So  vivid   a  portrait   of   a  woman      consumed   by    lust  and  love  and    crushed   by  betrayal   that   it    conjures  up     the   intoxicating  fumes  and    emotional  ghosts   of   a   freshly   painted  Rembrandt  .,so vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt .,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, -1, 0, (-1, -7), 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-2
1509,Negative,-1,-2,"suspend your disbelief here and now , or you will be shaking your head all the way to the credits .","     Suspend   your  disbelief    here  and  now  ,  or   you   'll   be    shaking   your  head    all   the  way   to   the  credits  .","suspend your disbelief here and now , or you will be shaking your head all the way to the credits .","[-1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
1510,Neutral,0,0,trades run-of-the-mill revulsion for extreme unease ., Trades    run-of-the-mill  revulsion   for   extreme  unease  .,trades run-of-the-mill revulsion for extreme unease .,"[0, 0, -1, 0, 0, -1, 0]",-1,0,-1,0,-1,0,-2
1511,Positive,1,2, . . . one of the more influential works of the ` korean new wave  .,...     one   of   the    more  influential  works   of   the   `    Korean  New   Wave  '  ., . . . one of the more influential works of the ` korean new wave  .,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,2
1512,Positive,1,1,"implicitly acknowledges and celebrates the glorious chicanery and self-delusion of this most american of businesses , and for that reason it may be the most oddly honest hollywood document of all .","    Implicitly     acknowledges  and  celebrates    the   glorious    chicanery  and  self-delusion   of    this   most  American   of  businesses  ,  and    for   that  reason   it   may   be    the    most   oddly  honest   Hollywood document   of  all  .","implicitly acknowledges and celebrates the glorious chicanery and self-delusion of this most american of businesses , and for that reason it may be the most oddly honest hollywood document of all .","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0]",-1,-1,1,0,-1,0,-2
1513,Positive,1,2,a beautifully tooled action thriller about love and terrorism in korea ., A  beautifully      tooled   action  thriller   about    love  and  terrorism   in  Korea  .,a beautifully tooled action thriller about love and terrorism in korea .,"[0, 1, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0]",-1,-1,1,0,-1,0,-2
1514,Neutral,0,0,"director-writer bille august . . . depicts this relationship with economical grace , letting his superb actors convey martin is deterioration and barbara is sadness -- and , occasionally , anger .","    Director-writer   Bille  August  ...      depicts   this  relationship   with   economical  grace  ,   letting    his   superb  actors   convey          Martin  's  deterioration  and    Barbara  's  sadness  --  and  , occasionally, anger  .","director-writer bille august . . . depicts this relationship with economical grace , letting his superb actors convey martin is deterioration and barbara is sadness -- and , occasionally , anger .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0, (-1, -7), 0]",-1,-1,-1,0,-1,0,-1
1515,Positive,1,2,"victor rosa is leguizamo is best movie work so far , a subtle and richly internalized performance ."," Victor  Rosa    is       Leguizamo  's   best   movie  work   so  far  ,   a     subtle  and  richly   internalized  performance  .","victor rosa is leguizamo is best movie work so far , a subtle and richly internalized performance .","[0, 0, 0, 0, 0, (1, -7), 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,0,1,0,1,0,2
1516,Positive,1,1,"birthday girl does not try to surprise us with plot twists , but rather seems to enjoy its own transparency ."," Birthday  Girl         does  n't   try   to    surprise  us   with   plot  twists  ,  but  rather   seems   to   enjoy   its   own  transparency  .","birthday girl does not try to surprise us with plot twists , but rather seems to enjoy its own transparency .","[1, 0, 0, 11, 0, 0, 1, 0, 0, -1, -1, 0, 8, 0, 0, 0, 1, 0, 0, 0, 0]",-1,-1,1,1,1,0,2
1517,Positive,1,2,"smart , funny and just honest enough to provide the pleasures of a slightly naughty , just-above-average off - broadway play .","    smart  ,  funny  and    just  honest   enough   to   provide    the  pleasures   of   a       slightly  naughty  ,   just-above-average  off  -   Broadway  play  .","smart , funny and just honest enough to provide the pleasures of a slightly naughty , just-above-average off - broadway play .","[1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0]",-1,-1,1,0,-1,0,-1
1518,Positive,1,2,topics that could make a sailor blush - but lots of laughs .,     Topics   that   could   make   a  sailor  blush  -  but    lots  of  laughs  .,topics that could make a sailor blush - but lots of laughs .,"[0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 0]",1,0,1,1,1,0,1
1519,Positive,1,1,"michael moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making , and he is got as potent a topic as ever here .","     Michael  Moore   has   perfected    the  art   of    highly   entertaining   ,   self-aggrandizing   ,   politically  motivated  documentary-making  ,  and   he   's    got   as  potent     a  topic  as   ever  here .","michael moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making , and he is got as potent a topic as ever here .","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,2
1520,Positive,1,2,"a fine production with splendid singing by angela gheorghiu , ruggero raimondi , and roberto alagna .","   A   fine  production   with   splendid  singing   by        Angela  Gheorghiu  ,   Ruggero  Raimondi  ,  and   Roberto  Alagna  .","a fine production with splendid singing by angela gheorghiu , ruggero raimondi , and roberto alagna .","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,1
1521,Neutral,0,0,"about a boy vividly recalls the cary grant of room for one more , houseboat and father goose in its affectionate depiction of the gentle war between a reluctant ,irresponsible man and the kid who latches onto him ."," About   a  Boy   vividly       recalls    the   Cary  Grant   of  Room   for   One  More  ,    Houseboat   and   Father  Goose   in    its   affectionate  depiction   of    the   gentle  war   between     a   reluctant   ,irresponsible  man  and    the  kid   who   latches   onto  him  .","about a boy vividly recalls the cary grant of room for one more , houseboat and father goose in its affectionate depiction of the gentle war between a reluctant ,irresponsible man and the kid who latches onto him .","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,1,0,-1,0,-2
1522,Positive,1,1,"none of this is meaningful or memorable , but frosting is not , either , and you would not turn down a big bowl of that , would you ?","        None   of  this   is    meaningful  or  memorable  ,  but   frosting     is  n't  ,  either  ,  and   you    would  n't    turn  down    a   big  bowl   of  that   ,    would  you  ?","none of this is meaningful or memorable , but frosting is not , either , and you would not turn down a big bowl of that , would you ?","[0, 0, 0, 0, 1, 0, 1, 0, 8, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,1,-1,0,-2
1523,Positive,1,1,the film is a fierce dance of destruction ., The  film    is    a   fierce  dance   of  destruction  .,the film is a fierce dance of destruction .,"[0, 0, 0, 0, -1, 0, 0, -1, 0]",-1,0,-1,0,-1,0,-1
1524,Positive,1,1,"its flame-like , roiling black-and-white inspires trembling and gratitude ."," Its  flame-like   ,    roiling   black-and-white  inspires     trembling  and  gratitude  .","its flame-like , roiling black-and-white inspires trembling and gratitude .","[0, 0, 0, 0, 0, 1, -1, 0, 1, 0]",-1,-1,1,0,-1,0,-1
1525,Positive,1,1,"may lack the pungent bite of its title , but it is an enjoyable trifle nonetheless .","    May   lack    the   pungent  bite   of   its  title  ,  but   it    's   an   enjoyable  trifle  nonetheless  .","may lack the pungent bite of its title , but it is an enjoyable trifle nonetheless .","[0, -1, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 0, 0, 0]",-1,-1,1,1,1,0,1
1526,Neutral,0,0, . . . manages to fall closer in quality to silence than to the abysmal hannibal .,...    manages   to     fall   closer   in  quality   to  Silence   than   to   the   abysmal  Hannibal  ., . . . manages to fall closer in quality to silence than to the abysmal hannibal .,"[0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0]",-1,0,-1,0,-1,0,-1
1527,Negative,-1,-2,"you may think you have figured out the con and the players in this debut film by argentine director fabian bielinsky , but while you were thinking someone made off with your wallet .","You    may   think      you   have     figured   out     the  con  and   the  players   in   this   debut  film   by   Argentine   director   Fabian  Bielinsky  ,  but   while   you   were   thinking   someone    made  off  with  your  wallet  .","you may think you have figured out the con and the players in this debut film by argentine director fabian bielinsky , but while you were thinking someone made off with your wallet .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,1,0,0,0
1528,Positive,1,2,diane lane works nothing short of a minor miracle in unfaithful ., Diane  Lane    works    nothing  short   of    a   minor  miracle   in  Unfaithful  .,diane lane works nothing short of a minor miracle in unfaithful .,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0]",-1,-1,-1,0,-1,0,-1
1529,Positive,1,1,takashi miike keeps pushing the envelope  ichi the killer,   Takashi  Miike   keeps   pushing   the  envelope  :   Ichi   the  Killer,takashi miike keeps pushing the envelope  ichi the killer,"[0, 0, 0, 0, 0, 0, 0, 0, -1]",-1,0,-1,0,-1,0,-1
1530,Neutral,0,0,"a fantastic premise anchors this movie , but what it needs is either a more rigid , blair witch-style commitment to its mockumentary format , or a more straightforward , dramatic treatment , with all the grandiosity that that implies .","  A   fantastic   premise  anchors    this  movie    ,  but   what   it  needs      is  either       a    more  rigid   ,   Blair   Witch-style  commitment   to   its   mockumentary  format  ,  or     a    more straightforward,   dramatic  treatment  ,   with   all   the  grandiosity   that   that  implies  .","a fantastic premise anchors this movie , but what it needs is either a more rigid , blair witch-style commitment to its mockumentary format , or a more straightforward , dramatic treatment , with all the grandiosity that that implies .","[0, 1, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,1,1,1,0,2
1531,Positive,1,1,exhilarating but blatantly biased .,Exhilarating    but   blatantly  biased  .,exhilarating but blatantly biased .,"[1, 8, -1, -1, 0]",-1,-1,-1,1,-1,0,-1
1532,Positive,1,1,much of what we see is horrible but it is also undeniably exceedingly clever .,    Much   of   what   we  see   is  horrible  but   it    's  also   undeniably   exceedingly  clever  .,much of what we see is horrible but it is also undeniably exceedingly clever .,"[0, 0, 0, 0, 0, 0, -1, 8, 0, 0, 0, 0, (1, -7), 1, 0]",-1,-1,1,1,1,0,2
1533,Neutral,0,0,"it understands , in a way that speaks forcefully enough about the mechanisms of poverty to transcend the rather simplistic filmmaking .","It     understands  ,   in    a  way   that     speaks   forcefully  enough   about    the  mechanisms   of  poverty   to   transcend   the    rather  simplistic  filmmaking  .","it understands , in a way that speaks forcefully enough about the mechanisms of poverty to transcend the rather simplistic filmmaking .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0]",-1,-1,-1,0,-1,0,-2
1534,Positive,1,1,"ramsay succeeds primarily with her typical blend of unsettling atmospherics , delivering a series of abrasive , stylized sequences that burn themselves upon the viewer is memory .","Ramsay       succeeds  primarily   with    her   typical  blend   of   unsettling  atmospherics  ,   delivering     a  series   of   abrasive   ,   stylized  sequences   that    burn  themselves   upon    the   viewer  's  memory.","ramsay succeeds primarily with her typical blend of unsettling atmospherics , delivering a series of abrasive , stylized sequences that burn themselves upon the viewer is memory .","[0, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, (-1, -7), 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-1
1535,Positive,1,2, . . . a thoughtful what-if for the heart and the mind .,...     a   thoughtful  what-if   for     the  heart   as   well  as   the  mind  ., . . . a thoughtful what-if for the heart and the mind .,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,1
1536,Positive,1,1,"like its bizarre heroine , it irrigates our souls ."," Like   its   bizarre  heroine   ,   it    irrigates   our  souls  .","like its bizarre heroine , it irrigates our souls .","[1, 0, (-1, -7), 1, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,1
1537,Positive,1,2,hawn and sarannot form an acting bond that makes the banger sisters a fascinating character study with laughs to spare .,  Hawn  and  Sarandon    form    an   acting  bond   that     makes   The   Banger  Sisters    a   fascinating   character  study   with  laughs   to  spare  .,hawn and sarannot form an acting bond that makes the banger sisters a fascinating character study with laughs to spare .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1,0,1,0,1,0,1
1538,Positive,1,2,it is a fun adventure movie for kids -lrb- of all ages -rrb- that like adventure .,It    's    a   fun   adventure  movie   for    kids   -LRB-    of   all  ages  -RRB-   that   like  adventure  .,it is a fun adventure movie for kids -lrb- of all ages -rrb- that like adventure .,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",1,0,1,0,1,0,1
1539,Positive,1,1,a very capable nailbiter ., A    very  capable  nailbiter  .,a very capable nailbiter .,"[0, 0, 1, 0, 0]",1,0,1,0,1,0,2
1540,Positive,1,2,"because the genre is well established , what makes the movie fresh is smart writing , skewed characters , and the title performance by kieran culkin .","  Because    the  genre   is   well  established   ,   what   makes    the  movie  fresh     is  smart       writing  ,   skewed  characters  ,  and    the   title  performance   by   Kieran  Culkin  .","because the genre is well established , what makes the movie fresh is smart writing , skewed characters , and the title performance by kieran culkin .","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,1
1541,Negative,-1,-2,"`` white oleander ,  the movie , is akin to a reader is digest condensed version of the source material ."," ``       White  Oleander  ,  ''   the  movie  ,    is   akin   to     a   Reader  's   Digest   condensed  version   of   the   source  material  .","`` white oleander ,  the movie , is akin to a reader is digest condensed version of the source material .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
1542,Negative,-1,-2,it is like going to a house party and watching the host defend himself against a frothing ex-girlfriend .,It    's   like     going   to   a   house  party  and   watching    the  host    defend  himself   against   a   frothing  ex-girlfriend  .,it is like going to a house party and watching the host defend himself against a frothing ex-girlfriend .,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, (-1, -7), 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
1543,Neutral,0,0,you do not want to call the cops .,You     do  n't   want   to   call   the  cops  .,you do not want to call the cops .,"[0, 0, 11, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
1544,Neutral,0,0,you want to call domino is .,You    want   to   call   Domino  's  .,you want to call domino is .,"[0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
1545,Positive,1,1,"what is most refreshing about real women have curves is its unforced comedy-drama and its relaxed , natural-seeming actors ."," What   's    most  refreshing   about   Real   Women   Have  Curves    is     its   unforced  comedy-drama  and     its  relaxed  ,   natural-seeming  actors  .","what is most refreshing about real women have curves is its unforced comedy-drama and its relaxed , natural-seeming actors .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,0,1,0,1,0,2
1546,Positive,1,1,"the low-key direction is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love ."," The   low-key  direction    is   pleasingly   emphatic   in    this    properly   intense   ,  claustrophobic  tale   of   obsessive  love  .","the low-key direction is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love .","[0, 0, 0, 0, 1, -1, 0, 0, 1, -1, 0, 0, 0, 0, -1, 1, 0]",-1,-1,-1,0,-1,0,-2
1547,Positive,1,1,secretary is just too original to be ignored .,Secretary      is  just   too  original   to   be  ignored  .,secretary is just too original to be ignored .,"[0, 0, 0, -1, 0, 1, 0, 0, -1, 0]",-1,-1,-1,0,-1,0,-1
1548,Positive,1,1,"that rare film whose real-life basis is , in fact , so interesting that no embellishment is needed .","  That   rare  film   whose    real-life  basis       is  ,   in  fact  ,   so  interesting   that    no  embellishment  is   needed  .","that rare film whose real-life basis is , in fact , so interesting that no embellishment is needed .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 11, 0, 0, 0, 0]",1,0,1,0,1,0,1
1549,Positive,1,1,"smart and fun , but far more witty than it is wise .","    Smart  and  fun    ,  but    far  more  witty   than   it   is  wise  .","smart and fun , but far more witty than it is wise .","[1, 0, 1, 0, 8, 0, 0, 1, 0, 0, 0, 1, 0]",1,0,1,1,1,0,2
1550,Positive,1,1,this is not a stand up and cheer flick ; it is a sit down and ponder affair .,   This    is  n't     a   stand  up  and   cheer  flick  ;   it     's    a  sit  down  and   ponder  affair  .,this is not a stand up and cheer flick ; it is a sit down and ponder affair .,"[0, 0, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-1
1551,Positive,1,2,"and thanks to kline is superbly nuanced performance , that pondering is highly pleasurable .","And    thanks   to      Kline  's   superbly   nuanced  performance  ,   that  pondering    is   highly  pleasurable  .","and thanks to kline is superbly nuanced performance , that pondering is highly pleasurable .","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,0,1,0,1,0,2
1552,Positive,1,1,"originality ai not on the menu , but there is never a dull moment in the giant spider invasion comic chiller .","    Originality    ai  n't   on   the  menu  ,  but   there    's  never    a   dull  moment   in   the   giant   spider   invasion   comic  chiller  .","originality ai not on the menu , but there is never a dull moment in the giant spider invasion comic chiller .","[1, 0, 11, 0, 0, 0, 0, 8, 0, 0, 11, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,1,-1,0,-1
1553,Positive,1,1,walter hill is undisputed is like a 1940s warner bros . .,  Walter   Hill  's  Undisputed    is   like   a   1940s   Warner  Bros.  .,walter hill is undisputed is like a 1940s warner bros . .,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,1
1554,Neutral,0,0,"b picture , and i mean that as a compliment .","    B  picture  ,  and   I   mean   that   as   a  compliment  .","b picture , and i mean that as a compliment .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,0,1,0,1,0,1
1555,Positive,1,1,this one is not nearly as dreadful as expected ., This  one     is  not    nearly   as  dreadful   as  expected  .,this one is not nearly as dreadful as expected .,"[0, 0, 0, 11, 0, 0, (-1, -7), 0, 1, 0]",-1,-1,-1,0,-1,0,-1
