Word,Sentiment,Sentiment Num
noguidance,negative,-1
overdriveinto,negative,-1
nicenewpic,positive,1
lotofinfluence,positive,1
couldhavebeenbetter,negative,-1
increase-molest,negative,-1
notfittocomment,negative,-1
targetingtheseniorahpeklah,negative,-1
can'tcompare,negative,-1
horrendous,negative,-1
noidea,negative,-1
over-whelming,negative,-1
nice-one,positive,1
lotoflearningopportunities,positive,1
couldnotproduce,negative,-1
increase-price,negative,-1
notforthepeopleofsingapore,negative,-1
targettingcheekyman,negative,-1
can'tkeeptheirpromises,negative,-1
horriblesalary,negative,-1
nointegration,negative,-1
overworked,negative,-1
no-aristocrats,positive,1
lotoftalentedpeople,positive,1
couldnt-bear,negative,-1
increase-profits,negative,-1
notforyou,negative,-1
teamenvironmentoftentoxic,negative,-1
cantlearn,negative,-1
hoursarehorrific,negative,-1
nojuniorresources,negative,-1
ovetimehours,negative,-1
no-case,positive,1
lotoftraining,positive,1
coulduseimprovement,negative,-1
increasewaitingtime,negative,-1
notgoingtovote,negative,-1
the-come,negative,-1
can'treallydevelop,negative,-1
hoursarerough,negative,-1
nolifebalance,negative,-1
pain,negative,-1
no-more,positive,1
lottolearn,positive,1
courtesy-token,negative,-1
increasing-costs,negative,-1
not-happy,negative,-1
themastermindwhocausedalmostallourproblems,negative,-1
cantstaytoolong,negative,-1
hourswerenotrealistic,negative,-1
nolifeoutsideofwork,negative,-1
painfullyslowtomove,negative,-1
nopainnogain,positive,1
lotsoffreedom,positive,1
coverthehole,negative,-1
increasingthefare,negative,-1
theresnoplaceforu,negative,-1
can'tsucceed,negative,-1
hugeegos,negative,-1
nolongtermvisibility,negative,-1
partialingrowthopportunities,negative,-1
no-prob,positive,1
lotsoffunprojects,positive,1
covertheirfinancialdeficit,negative,-1
inexperiencedmanagers,negative,-1
nothinggetsdone,negative,-1
thewayshedress,negative,-1
can'tsupport,negative,-1
hugesetback,negative,-1
partiality,negative,-1
no-problem,positive,1
lotsofopportunities,positive,1
cover-up,negative,-1
instill-fear,negative,-1
nothinghavedone,negative,-1
theydondeserveusanymore,negative,-1
can'ttakevacation,negative,-1
hyper-competitive,negative,-1
nomentor,negative,-1
partialityinrewards,negative,-1
no-worry,positive,1
lotsofopportunities,positive,1
cravingforattention,negative,-1
integrityisinquestion,negative,-1
not-interested,negative,-1
theyhaveprovedtofailus,negative,-1
can'tthinkofany,negative,-1
imporvementneedstobemade,negative,-1
nomuchincrements,negative,-1
payarenotin-line,negative,-1
not-all,positive,1
lotsofrandomexperience,positive,1
createdthemess,negative,-1
internal-conflict,negative,-1
notjustlook,negative,-1
thick-skin,negative,-1
careerisdependant,negative,-1
impossibletoachieve,negative,-1
nooff,negative,-1
paycanbebetter,negative,-1
not-blindly,positive,1
lotsofroles,positive,1
createdtheseproblems,negative,-1
intheendnothin,negative,-1
notjusttalk,negative,-1
think-harder,negative,-1
castehierarchy,negative,-1
improveworklifebalance,negative,-1
noonecaresforwork-lifebalance,negative,-1
paycanvarydramatically,negative,-1
not-borken,positive,1
lotsofvaluableexperience,positive,1
crickey-tears,negative,-1
invisible-man,negative,-1
notkpopculture,negative,-1
thisactthatact,negative,-1
clawallover,negative,-1
increasinglydifficulttoachieve,negative,-1
noonecaresforyourwork,negative,-1
paycouldbebetter,negative,-1
not-broken,positive,1
loyaltyanddedication,positive,1
crocodile-tears,negative,-1
isacon,negative,-1
not-liking,negative,-1
throwhimout,negative,-1
coachislazy,negative,-1
incrediblycomplex,negative,-1
noonereallycares,negative,-1
paydoesnotjustify,negative,-1
not-charge,positive,1
majorclients,positive,1
cry-foul,negative,-1
isajoke,negative,-1
notonlyyou,negative,-1
throw-in,negative,-1
coginawheel,negative,-1
inexperienced,negative,-1
noopportunities,negative,-1
paydoesn'tcommensurate,negative,-1
not-suck,positive,1
makeitright,positive,1
cutthroat,negative,-1
isasituation,negative,-1
not-prepared,negative,-1
time-shorten,negative,-1
coginfactory,negative,-1
inferioritycomplex,negative,-1
nootpay,negative,-1
payisaverage,negative,-1
nottoworry,positive,1
manyopportunities,positive,1
damage-done,negative,-1
isnt-good,negative,-1
not-productive,negative,-1
timetochange,negative,-1
coginthewheel,negative,-1
inorganicgrowth,negative,-1
noovertimepay,negative,-1
payisawful,negative,-1
oddsbeyourfavour,positive,1
massiveentity,positive,1
dare-not,negative,-1
isntworth,negative,-1
notputtingineffort,negative,-1
timetogo,negative,-1
compensatedslower,negative,-1
internalcompetition,negative,-1
nopathofadvancement,negative,-1
payisbelowmarket,negative,-1
oh-yeah,positive,1
moreadvance,positive,1
darenoteventhink,negative,-1
istherebettercandidate,negative,-1
notransparency,negative,-1
tired-of,negative,-1
compensationareblack-box,negative,-1
internalpolitics,negative,-1
noperks,negative,-1
payisirrelavant,negative,-1
oh-yes,positive,1
moreaspirational,positive,1
darenotsee,negative,-1
italkingtoumeh,negative,-1
not-ready,negative,-1
tobespecific,negative,-1
compensationareopaque,negative,-1
interpoersonalskillsaresimplynotthere,negative,-1
nopositives,negative,-1
payisjoke,negative,-1
ok-shape,positive,1
moreeffectiveorganization,positive,1
daretoquestion,negative,-1
i-thought,negative,-1
notrealsenseofteam,negative,-1
tobetakenseriously,negative,-1
compensationisbelowaverage,negative,-1
interpoersonalskillsisnotthere,negative,-1
noproperallocation,negative,-1
payisless,negative,-1
on-point,positive,1
moreflexible,positive,1
debatelikeaschoolboy,negative,-1
jia-lat,negative,-1
notsobrilliant,negative,-1
tobspecific,negative,-1
couldbebetter,negative,-1
isn'tajob,negative,-1
nopropercommunication,negative,-1
payislow,negative,-1
onestargeneral,positive,1
moreproductive,positive,1
decreasesthequality,negative,-1
jialatlah,negative,-1
notsogood,negative,-1
togainpublicity,negative,-1
couldbemorecompetitive,negative,-1
isn'talwaysinbalance,negative,-1
noproperculture,negative,-1
payisnotnear,negative,-1
open-arms,positive,1
morerewarding,positive,1
deeply-concerned,negative,-1
jialiaobee,negative,-1
notsonice,negative,-1
tolookonly,negative,-1
couldbemoreobjective,negative,-1
isn'tasflashy,negative,-1
noproperhike,negative,-1
payisn'tasgreat,negative,-1
paid-off,positive,1
moreworklifebalance,positive,1
defendedeternalpureland,negative,-1
jialiaomi,negative,-1
not-thesame-,negative,-1
to-lose,negative,-1
coulddomuchbetter,negative,-1
isn'tasorganized,negative,-1
noproperrecruitmentpolicies,negative,-1
payisn'tthatgreat,negative,-1
pleasebewith,positive,1
mostvalue,positive,1
destroyed-future,negative,-1
jigopek,negative,-1
not-transparent,negative,-1
too-bad,negative,-1
couldusesomeimprovement,negative,-1
isn'tconsistent,negative,-1
nopros,negative,-1
payisn'tworth,negative,-1
please-come,positive,1
motivatedandchallenged,positive,1
jjsttomakenoise,negative,-1
notveryarticulate,negative,-1
toobadnstupid,negative,-1
couldn'ttakeabreak,negative,-1
isn'tconstructive,negative,-1
noraise,negative,-1
paysless,negative,-1
pleasecomeandcontest,positive,1
motivatedpeople,positive,1
didnotdoagoodjob,negative,-1
jokeoftheweek,negative,-1
notveryclear,negative,-1
tooconcerned,negative,-1
coworkerswillleave,negative,-1
isn'teasilyfacilitated,negative,-1
noraiseforcostofliving,negative,-1
pennypinching,negative,-1
please-contest,positive,1
moveforward,positive,1
didnotgothroughhardtimes,negative,-1
jump-ship,negative,-1
notverycompetitive,negative,-1
too-few,negative,-1
craploadofwork,negative,-1
isn'tenough,negative,-1
norealbonus,negative,-1
peopleusallyleaveforbetterpay,negative,-1
pls-bring,positive,1
muchbetter,positive,1
didnotobtain,negative,-1
jump-tread,negative,-1
not-waste,negative,-1
toofocused,negative,-1
crappyplacetowork,negative,-1
isn'tenoughtransparency,negative,-1
norealinvestment,negative,-1
performanceisnotobjective,negative,-1
pls-capture,positive,1
multipleopportunities,positive,1
didnotseek,negative,-1
just-another,negative,-1
notwhatiwant,negative,-1
toomuch ,negative,-1
cultureiscallous,negative,-1
isn'tfair,negative,-1
norealteam,negative,-1
performanceissues,negative,-1
pls-come,positive,1
needsaresatisfied,positive,1
didntdoanythingatall,negative,-1
just-do,negative,-1
notyetanswered,negative,-1
toomuchwork,negative,-1
cultureisnotright,negative,-1
isn'tinbalance,negative,-1
norealwork/lifebalance,negative,-1
perksaren'tgreat,negative,-1
pls-contest,positive,1
networkeffectively,positive,1
didnt-manage,negative,-1
justtalkingonly,negative,-1
no-use,negative,-1
toomuchwork ,negative,-1
cutback,negative,-1
isn'tmuchdifferentiation,negative,-1
norecognition,negative,-1
playingmindtricks,negative,-1
pls-win,positive,1
newacquisition,positive,1
didnt-query,negative,-1
justtomakenoise,negative,-1
no-voice,negative,-1
toooften,negative,-1
cutdown,negative,-1
isn'tthemostinteresting,negative,-1
norecourse,negative,-1
policiesarenotfollowed,negative,-1
plse-come,positive,1
newinitiative,positive,1
didnt-speak,negative,-1
keep-quiet,negative,-1
nowhere-near,negative,-1
too-presumptuous,negative,-1
deadlinearetooshort,negative,-1
isnttoogreat,negative,-1
noresources,negative,-1
policyisweak,negative,-1
powerofthor,positive,1
newopportunity,positive,1
didnt-want,negative,-1
keep-saying,negative,-1
no-wonder,negative,-1
too-soon,negative,-1
deadlinesaretight,negative,-1
lackofannualbonus,negative,-1
norewards,negative,-1
politics,negative,-1
prettyandcute,positive,1
nothingnegative,positive,1
die-ah,negative,-1
keeps-changing,negative,-1
noworkingfromhome,negative,-1
too-thin,negative,-1
decreasingstaffmorale,negative,-1
lackofresources,negative,-1
noroomforgrowth,negative,-1
poorbenefits,negative,-1
pretty-face,positive,1
nurturesgrowth,positive,1
die-faster,negative,-1
kena-conned,negative,-1
noworklifebalance,negative,-1
too-young,negative,-1
de-emphasisonspecification,negative,-1
lackoftraining,negative,-1
noroomforinnovation,negative,-1
poorfit,negative,-1
professionalenvironment,positive,1
opportunitiesareendless,positive,1
die-laughing,negative,-1
keyboardwarrier,negative,-1
noworklifebalance,negative,-1
toseethisamountofignorance,negative,-1
delivernothing,negative,-1
lackofunderstanding,negative,-1
nosponsorship,negative,-1
poorincentive,negative,-1
quitelikeit,positive,1
opportunitiesareplenty,positive,1
die-liao,negative,-1
keyboard-warrior,negative,-1
nowthenbother,negative,-1
totally-against,negative,-1
dependsonluck,negative,-1
lackofworklifebalance,negative,-1
nostraightforwardanswers,negative,-1
poorperformance,negative,-1
rally-for,positive,1
outsourcingmoreresponsibilities,positive,1
dig-out,negative,-1
keyboard-warriors,negative,-1
nowtheywanttoworkhard,negative,-1
traffic-jam,negative,-1
developmentatlowerlevels,negative,-1
lackofwork/lifebalance,negative,-1
nosuchthingasworklifebalance,negative,-1
poorway,negative,-1
ready-too,positive,1
owncareerpath,positive,1
dinseeanyopppartiesdoingbonding,negative,-1
kicked-out,negative,-1
nspisnothing,negative,-1
treatedlikecattle,negative,-1
didnotsupport,negative,-1
lackthereof,negative,-1
nosympathy,negative,-1
preachedbutnotpracticed,negative,-1
really-confident,positive,1
parentchildapproach,positive,1
dirty-game,negative,-1
kickhimout,negative,-1
oh-god,negative,-1
treatinglikeagame,negative,-1
didnotwarrant,negative,-1
lackedfocus,negative,-1
noteamfocus,negative,-1
prettydismal,negative,-1
restmycase,positive,1
payscaleisaggressive,positive,1
disgrace-fu,negative,-1
kickhimoutofyourhouse,negative,-1
oh-no,negative,-1
trustifyouaregullible,negative,-1
didn'tenjoy,negative,-1
lackluster,negative,-1
notime,negative,-1
prettyhardtoreconcile,negative,-1
rollinthesun,positive,1
perks,positive,1
diversityisanissue,negative,-1
kick-out,negative,-1
oldfuckingcbbitch,negative,-1
try-harder,negative,-1
didn'tgettheimpression,negative,-1
laggardinpay,negative,-1
notimeforfamily,negative,-1
prettylockstep,negative,-1
 second-to-none,positive,1
positivefeedback,positive,1
diversityisstillanissue,negative,-1
kickoutout,negative,-1
only-now,negative,-1
tryingtogetquick,negative,-1
difficultandcompetitive,negative,-1
lagscompetitiors,negative,-1
notransparencyeven,negative,-1
prettylonghours,negative,-1
seems-genuine,positive,1
prestigeandchallengingwork,positive,1
diversitylacking,negative,-1
kickthemout,negative,-1
only-raising,negative,-1
turned-off,negative,-1
difficulttobepromoted,negative,-1
novalue,negative,-1
processisajoke,negative,-1
selfimprovement,positive,1
prestigiousfirm,positive,1
does-not,negative,-1
kickyourbutt,negative,-1
only-utters,negative,-1
typically-ahlians,negative,-1
difficulttoconvince,negative,-1
lastminutecancellation,negative,-1
novisionorplanningskills,negative,-1
prolongedworktime,negative,-1
servingtoprovidethepeople,positive,1
prestigiousname,positive,1
doesnotaddress,negative,-1
killmenow,negative,-1
onlywanthighsalary,negative,-1
unabletosolve,negative,-1
difficulttogetpartnersupport,negative,-1
lazycolleagues,negative,-1
nowaycorrelated,negative,-1
promotionprocessisambiguous,negative,-1
she-knows,positive,1
professionalgrowth,positive,1
doesnotknow,negative,-1
knifeintohisbelly,negative,-1
onlywanttoshine,negative,-1
unaccounted-for,negative,-1
difficulttohaveaworklifebalance,negative,-1
leadtofeweropportunities,negative,-1
nowaytoimpove,negative,-1
promotionsareopaque,negative,-1
she-nice,positive,1
professionallychallenging,positive,1
doesnotvoiceout,negative,-1
knifeintoyourbelly,negative,-1
opaquecompensation,negative,-1
uncalled-for,negative,-1
difficulttomanagework/lifebalance,negative,-1
leadershipandtransparencycouldbebetter,negative,-1
nowaytoliveyourlife,negative,-1
puttingonefireafteranother,negative,-1
she-will,positive,1
pro'soutweigh,positive,1
doesnt-know,negative,-1
know-nuts,negative,-1
open-leg,negative,-1
unclearguidance,negative,-1
difficulttostand,negative,-1
learnedhownottoworkhard,negative,-1
nowaytonetwork,negative,-1
questionablemanagers,negative,-1
shes-hot,positive,1
quickopportunityforgrowth,positive,1
doesntlookconfident,negative,-1
knows-nothing,negative,-1
orforherself,negative,-1
uncle-like,negative,-1
difficulttostandout,negative,-1
learn'tnothing,negative,-1
noweekendholidaysorvacations,negative,-1
quiteinexistant,negative,-1
sledgehammer-time,positive,1
receptivetoyourideas,positive,1
doesntmakeyougrowup,negative,-1
kudostoopposition,negative,-1
out-of-datetechnology,negative,-1
underappreciated,negative,-1
difficulttosucceed,negative,-1
leastamountyou'reworth,negative,-1
noweekendplans,negative,-1
quitemeaningless,negative,-1
sleep-well,positive,1
recognitionintimelymanner,positive,1
doesntmeananything,negative,-1
ku-niangs,negative,-1
outofjobs,negative,-1
undermarketpay,negative,-1
difficulttoswitch,negative,-1
leavethefirm,negative,-1
nowherenear,negative,-1
quitetiring,negative,-1
so-pretty,positive,1
recognizedname,positive,1
doesntmeanuwilldoagoodjob,negative,-1
lackof,negative,-1
outofthinair,negative,-1
underpaid,negative,-1
difficultworklikebalance,negative,-1
lessattractiveincentives,negative,-1
nowork,negative,-1
realdayoff,negative,-1
soldier-on,positive,1
reimburseexpensesquickly,positive,1
doesnt-understand,negative,-1
lackofappropriatepromotion,negative,-1
outugo,negative,-1
under-paid,negative,-1
digressedsignificantly,negative,-1
lessbenefits,negative,-1
noworkethics,negative,-1
reatesagap,negative,-1
speakfluentlyandclearly,positive,1
reorganizesroles,positive,1
dogeatdog,negative,-1
lackofcalibre,negative,-1
over-budget,negative,-1
unexpectedtravel,negative,-1
diminishingreturn,negative,-1
lessbonuses,negative,-1
noworkerssatisfaction,negative,-1
redtape,negative,-1
speaksforthepeople,positive,1
resourcesarevast,positive,1
dogroundworkbeforecomeout,negative,-1
lackofclass,negative,-1
overlooked,negative,-1
unlawful-activities,negative,-1
donotactuallytrickledown,negative,-1
lessdesirable,negative,-1
nowork-lifebalance,negative,-1
reductioninbenefits,negative,-1
stand-up,positive,1
rightemployees,positive,1
dog-shit,negative,-1
lackofconvictionanddetermination,negative,-1
overlyoptimistic,negative,-1
unmotivatedpeople,negative,-1
donotcarryenough,negative,-1
lessexperiencedpeople,negative,-1
nowork-lifebalanceorflexibility,negative,-1
revolvingdoorconcept,negative,-1
startformsomewhereright,positive,1
rightplace,positive,1
do-homework,negative,-1
lackofdocumentation,negative,-1
overworked,negative,-1
unnecessary-hoohas,negative,-1
donotcommunicateclearly,negative,-1
lessfair,negative,-1
nowork-likebalance,negative,-1
ridgedsilos,negative,-1
startfromsomewhereright,positive,1
rightplace,positive,1
don;t-have,negative,-1
lackofexperience,negative,-1
over-worked,negative,-1
unwillingtocomeclean,negative,-1
donotexpect,negative,-1
lessflexibility,negative,-1
nobodywillnotice,negative,-1
ridiculouslymean,negative,-1
startsoutyoung,positive,1
riseandpromotion,positive,1
dont-have,negative,-1
lackofsleep,negative,-1
own-claims,negative,-1
useitwisely,negative,-1
donotexpectagoodbonus,negative,-1
lessflexible,negative,-1
noiseofotherdisgruntled,negative,-1
rigidprogression,negative,-1
statingthefact,positive,1
salaryiscompetitive,positive,1
don;tjusttalk,negative,-1
lackoftransparency,negative,-1
own-pocket,negative,-1
usemoreus,negative,-1
donotexpectworklifebalance,negative,-1
lessholidays,negative,-1
noncompetitivesalary,negative,-1
sacrificelonghours,negative,-1
step-forward,positive,1
selfreviewandfeedback,positive,1
dontjusttalk,negative,-1
lacks-credible,negative,-1
paid-isbehind,negative,-1
usetobegood,negative,-1
donotgetintheway,negative,-1
lessimportant,negative,-1
none,negative,-1
sacrificesareplenty,negative,-1
step-up,positive,1
sharpanalysisskills,positive,1
donevendare,negative,-1
lacks-honesting,negative,-1
papbullyyou,negative,-1
very-concerned,negative,-1
donotgettopick,negative,-1
lesslikelytobeappreciated,negative,-1
noneoftheassociateswerehappy,negative,-1
salaryisless,negative,-1
still-queuing,positive,1
significantclients,positive,1
doneyourhomework,negative,-1
lack-teamwork,negative,-1
paper-general,negative,-1
very-defensive,negative,-1
donothaveaworklifebalance,negative,-1
lessopportunities,negative,-1
non-existent,negative,-1
satisfactionwilldepend,negative,-1
stillthebest,positive,1
significantdifference,positive,1
donotevenknow,negative,-1
lap-dog,negative,-1
pap-sinks,negative,-1
very-desperate,negative,-1
donotjustify,negative,-1
lessorganizationsupport,negative,-1
notaconsideration,negative,-1
savvypolitician,negative,-1
super-hammer,positive,1
starperformers,positive,1
donothave,negative,-1
last-min,negative,-1
paylittle,negative,-1
very-disappointed,negative,-1
donotreallyputthemselves,negative,-1
lesspaypackage,negative,-1
notadealbreaker,negative,-1
screwup,negative,-1
sure-win,positive,1
strongaccountingskills,positive,1
donotmentor,negative,-1
layingoff,negative,-1
paylittle,negative,-1
veryhardtointegrate,negative,-1
donotsupporttheemptyrhetoric,negative,-1
lesssalary,negative,-1
notafanofthepolitics,negative,-1
screwingup,negative,-1
swee-hor,positive,1
strongcommunicationskills,positive,1
donotwantyou,negative,-1
layoff,negative,-1
paysverylittle,negative,-1
veryhighpay,negative,-1
donotvalue,negative,-1
lessthanworking,negative,-1
notagoodthing,negative,-1
seldommatched,negative,-1
take-over,positive,1
stronglobbyculture,positive,1
dontalwaysblameothers,negative,-1
lazy-bums,negative,-1
paysverylittle,negative,-1
veryonesided,negative,-1
dotillyoudie,negative,-1
lesstimeforpersonalcommitments,negative,-1
notagreatoption,negative,-1
sellandsqueezeyouout,negative,-1
teamworking,positive,1
strongsenseofobligation,positive,1
dont-benefitted,negative,-1
leadership-failure,negative,-1
people-voices,negative,-1
verypartnerdriven,negative,-1
doesnotaddressemployeeissues,negative,-1
lesstimetobreath,negative,-1
notahighpriority,negative,-1
sellyoursoul,negative,-1
thank-you,positive,1
structuredpromotions,positive,1
dontcare,negative,-1
legal-corruption,negative,-1
petty-arguments,negative,-1
very-tired,negative,-1
doesnotallow,negative,-1
lesstraining,negative,-1
notalotofroom,negative,-1
seriouslyflawed,negative,-1
theytalkmore,positive,1
substantialimprovements,positive,1
dontcareaboutyou,negative,-1
lessof,negative,-1
pick-cardboard,negative,-1
vote-against,negative,-1
doesnotcare,negative,-1
lifeendingstress,negative,-1
notaplaceforworklifebalance,negative,-1
shouldbeimproved,negative,-1
to-win,positive,1
supportingcolleagues,positive,1
dont-come,negative,-1
lessofateam,negative,-1
picking-cardboards,negative,-1
voteallout,negative,-1
doesnotcomeclose,negative,-1
likerobots,negative,-1
notaplaceforworkingmother,negative,-1
shouldbeprovided,negative,-1
tonsofmoney,positive,1
survivalofthefittest,positive,1
dontcomeback,negative,-1
lesssensiblethanher,negative,-1
pinchofsalt,negative,-1
voteallthewpjokersout,negative,-1
doesnotdoenoughtofillingaps,negative,-1
likeslavery,negative,-1
notaplacetowork,negative,-1
shouldcomewithgood,negative,-1
toostrong,positive,1
targetinggrowth,positive,1
dontcomeback,negative,-1
lesstransparent,negative,-1
pissed-off,negative,-1
voted-out,negative,-1
doesnothaveanup-or-outstructure,negative,-1
liketheyareinmiddleschool,negative,-1
notatightlyrunoperation,negative,-1
shouldgettheirfeetwet,negative,-1
totally-agree,positive,1
teamfocused,positive,1
dont-deserved,negative,-1
letsseehowlong,negative,-1
play-acting,negative,-1
voteforpap,negative,-1
doesnothaveanyidea,negative,-1
limitagility,negative,-1
notaverylucrativeexperience,negative,-1
shouldimprove,negative,-1
tough-choice,positive,1
teamsarestrong,positive,1
dontdeserveus,negative,-1
liaoliao(diedie),negative,-1
playing-dirty,negative,-1
votelhlout,negative,-1
doesnothavethereputation,negative,-1
limitexitopportunities,negative,-1
notaccessible,negative,-1
shouldpaymore,negative,-1
united-against,positive,1
tonsofsmartpeople,positive,1
dontevenhavetheconfidence,negative,-1
licking-dogs,negative,-1
please-help,negative,-1
vote-out,negative,-1
doesnotjustifyhours,negative,-1
limitfutureopportunities,negative,-1
notactedupon,negative,-1
significantflaw,negative,-1
upandup,positive,1
topnotch,positive,1
donteventry,negative,-1
like cattle,negative,-1
please-lah,negative,-1
vote-pap,negative,-1
doesnotlisten,negative,-1
limitedadvancement,negative,-1
notadequatelycompensated,negative,-1
significanttimecommitments,negative,-1
upforit,positive,1
topquality,positive,1
dontfullypractice,negative,-1
likeadog,negative,-1
pleasenono,negative,-1
votethemout,negative,-1
doesnotmakesense,negative,-1
limitedchange,negative,-1
notadequatelysupervised,negative,-1
significantlyhigherstress,negative,-1
usebraintothink,positive,1
trainingoportunities,positive,1
donthavethesupport,negative,-1
limitedadvancementopportunities,negative,-1
pleasestepdown,negative,-1
votethewpout,negative,-1
doesnotmatch,negative,-1
limiteddevelopment,negative,-1
notalignedwithrightpartner,negative,-1
significantlyless,negative,-1
vell-done,positive,1
treasurediversity,positive,1
donthavetosayoutloud,negative,-1
limitedopportunities,negative,-1
plsdontuse,negative,-1
voteuout,negative,-1
doesnotmeasure,negative,-1
limitedexposure,negative,-1
notalwaysateamenvironment,negative,-1
siphonedoff,negative,-1
very-confident,positive,1
unlimitedsickleave,positive,1
donthearorsee,negative,-1
limitedquality,negative,-1
pls-leave,negative,-1
votewpout,negative,-1
doesnotpayaswellasotherelite,negative,-1
limitedflexibility,negative,-1
notalwaysacknowledged,negative,-1
slantedtoward,negative,-1
very-happy,positive,1
unlimitedsicktime,positive,1
dontjuztalk,negative,-1
lip-service,negative,-1
pls-not,negative,-1
voteyouguysout,negative,-1
doesnotpromoteasquickly,negative,-1
limitedindustries,negative,-1
notalwaysbasedonperformance,negative,-1
slowtheprocesssignificantly,negative,-1
very-lucky,positive,1
unlimitedtimeoff,positive,1
dont-know,negative,-1
listenandlearn,negative,-1
poisonous-mushroom,negative,-1
wagging-tails,negative,-1
doesnotprovide,negative,-1
limitedinteraction,negative,-1
notalwaysonthebleedingedge,negative,-1
slowtouptake,negative,-1
vote-for,positive,1
varietyofpeople,positive,1
dontknowanytin,negative,-1
littleopportunity,negative,-1
politically-motivated,negative,-1
wake-up,negative,-1
doesnotreflect,negative,-1
limitednumberofpeople,negative,-1
notalwaysqualified,negative,-1
smalloffice,negative,-1
voteforchange,positive,1
volunteeropportunities,positive,1
dontknowwhatshesdoing,negative,-1
liveinglasshousesshallnotthrowstones,negative,-1
politicianorbeautypegeant,negative,-1
wakeuplah,negative,-1
doesnotrespondontime,negative,-1
limitedpay,negative,-1
notalwaysrecognized,negative,-1
solonghours,negative,-1
vote-her,positive,1
wellplanned,positive,1
dontliketotalktothem,negative,-1
livinginwonderland,negative,-1
poor-leadership,negative,-1
wakeyourbrain,negative,-1
doesnotsupport,negative,-1
limitedperks,negative,-1
notalwaysthekey,negative,-1
somanyproblems,negative,-1
vote-in,positive,1
widerangeofexperience,positive,1
dontlistento,negative,-1
lock-up,negative,-1
poor-mans,negative,-1
walaoaye,negative,-1
doesn'tallow,negative,-1
limitedpositivefeedback,negative,-1
notalwaysthemoststimulatingwork,negative,-1
solelyrewarded,negative,-1
voteisher,positive,1
willingtohelp,positive,1
longhours,negative,-1
longhour,negative,-1
pose-nudity,negative,-1
wa-lau,negative,-1
doesn'tcare,negative,-1
limitedqualitystaff,negative,-1
notalwaysthereality,negative,-1
soul-sucking,negative,-1
waitingforthismoment,positive,1
workalwaysgetsdone,positive,1
dont-reply,negative,-1
longhours,negative,-1
postponing-payments,negative,-1
walkover-constituency,negative,-1
doesn'tcommunicate,negative,-1
limitedvariablecompensation,negative,-1
notaneasyjob,negative,-1
spentlotsoftime,negative,-1
wantsitall,positive,1
workatanylocation,positive,1
dontsingpraises,negative,-1
potcallingthekettleblack,negative,-1
warped-logic,negative,-1
doesn'tdeliver,negative,-1
limitedworklikebalance,negative,-1
notanidealjob,negative,-1
spreadfalserumors,negative,-1
wasnttoobad,positive,1
workdoneright,positive,1
dont-subscribe,negative,-1
long-q,negative,-1
praynotlike,negative,-1
was-hoping,negative,-1
doesn'tevencomeclose,negative,-1
littleability,negative,-1
notaninterestingjob,negative,-1
stayaway,negative,-1
waytogo,positive,1
workflexibility,positive,1
donttalkfirst,negative,-1
longtimeforthepolicetotakeaction,negative,-1
pressuretoeathours,negative,-1
wasnt-convince,negative,-1
doesn'tgeteasier,negative,-1
littleappreciation,negative,-1
notanopenculture,negative,-1
stiffyouonmoney,negative,-1
welcome-back,positive,1
workfromhome,positive,1
dont-tell,negative,-1
lookather,negative,-1
pretendcannothear,negative,-1
wastedofresources,negative,-1
doesn'tincludeaco-pay,negative,-1
littlebenefit,negative,-1
notapplicableatthistime,negative,-1
stodgyculture,negative,-1
well-ahead,positive,1
workindependently,positive,1
dontthinkso,negative,-1
lookeddownon,negative,-1
pretendcannothera,negative,-1
wasteofourtime,negative,-1
doesn'tmakesense,negative,-1
littlebetter,negative,-1
notappreciated,negative,-1
stringentregulatoryenvironment,negative,-1
well-done,positive,1
worklifequality,positive,1
dont-understand,negative,-1
lookinthemirror,negative,-1
pretendcannotsee,negative,-1
wasteoftime,negative,-1
doesn'tmeetyourgoals,negative,-1
littleconsulting,negative,-1
notappropriatelyallocated,negative,-1
stuckandlack,negative,-1
well-said,positive,1
work-lifebalance,positive,1
dont-vote,negative,-1
looklikemr.bean,negative,-1
pretty-dumb,negative,-1
wastetaxpayermoney,negative,-1
doesn_tofferenoughmoney,negative,-1
littlecorrelationtoannualreviews,negative,-1
notascommittedasapractice,negative,-1
stuckintheirways,negative,-1
why-not,positive,1
worthitforyou,positive,1
dont-vote,negative,-1
looklikepasserby,negative,-1
pricesgoup,negative,-1
waste-time,negative,-1
doesn’t_paymuch,negative,-1
littledisappointed,negative,-1
notasequitable,negative,-1
stupidtask,negative,-1
willbeconquered,positive,1
worththesacrifice,positive,1
dont-want,negative,-1
lookmorelike,negative,-1
priceskeeponrising,negative,-1
wasteyourprecioustime,negative,-1
doesn'trealize,negative,-1
littleflexibility,negative,-1
notasmanyshort-termstrategy,negative,-1
suchajoke,negative,-1
win-all,positive,1
yearoveryearraises,positive,1
do-something,negative,-1
lose-lose,negative,-1
pricesshootrocket,negative,-1
wasteyourtime,negative,-1
doesn'tresonate,negative,-1
littlefreetime,negative,-1
notasmerit,negative,-1
suckthejuiceout,negative,-1
win-win,positive,1
year-over-yeargrowth,positive,1
double-standards,negative,-1
loselotsofvotes,negative,-1
proposethefare,negative,-1
wastingtheirtime,negative,-1
doesn'trewardeffectiveness,negative,-1
